viewer_id,age,gender,city,country,subscription_tier,join_date,preferred_genre,device
378,38,Non-binary,Sydney,Australia,Premium,2023-06-03,Drama,Smart TV
379,33,Non-binary,Houston,USA,Premium,2021-04-05,Comedy,Laptop
380,29,Non-binary,Delhi,India,Family,2021-10-11,Drama,Laptop
381,66,Non-binary,Sydney,Australia,Premium,2021-08-12,Action,Desktop
382,50,Female,Mumbai,India,Family,2024-08-03,Comedy,Smart TV
383,18,Female,Phoenix,USA,Free,2021-12-10,Drama,Laptop
384,46,Male,Delhi,India,Basic,2024-08-22,Thriller,Laptop
385,51,Non-binary,Tokyo,Japan,Premium,2020-10-08,Action,Desktop
386,53,Male,Delhi,India,Basic,2020-04-13,Romance,Desktop
387,56,Male,Houston,USA,Free,2020-07-24,Drama,Laptop
388,46,Male,Delhi,India,Basic,2020-01-11,Thriller,Smart TV
389,57,Female,Manchester,UK,Family,2023-08-25,Sci-Fi,Laptop
390,34,Non-binary,London,UK,Free,2025-02-02,Historical Drama,Mobile
391,52,Male,Mumbai,India,Free,2025-02-13,Sci-Fi,Tablet
392,69,Male,Tokyo,Japan,Free,2024-09-08,Drama,Tablet
393,63,Female,Chicago,USA,Free,2020-01-19,Comedy,Desktop
394,22,Female,Melbourne,Australia,Premium,2022-07-19,Romance,Desktop
395,47,Male,Sydney,Australia,Family,2021-07-12,Sci-Fi,Mobile
396,26,Non-binary,London,UK,Family,2023-08-20,Comedy,Smart TV
397,63,Female,New York,USA,Premium,2023-03-08,Romance,Smart TV
398,55,Non-binary,Chicago,USA,Family,2024-08-20,Drama,Desktop
399,21,Female,London,UK,Free,2021-01-13,Sci-Fi,Tablet
400,31,Male,London,UK,Premium,2022-02-24,Sci-Fi,Tablet
401,33,Female,Berlin,Germany,Premium,2023-04-07,Romance,Desktop
402,32,Non-binary,New York,USA,Premium,2023-11-19,Sci-Fi,Mobile
403,23,Female,Mumbai,India,Premium,2020-11-23,Drama,Desktop
404,72,Non-binary,Tokyo,Japan,Premium,2023-11-14,Action,Laptop
405,55,Male,London,UK,Basic,2020-09-30,Drama,Smart TV
406,63,Non-binary,Toronto,Canada,Premium,2022-05-01,Romance,Desktop
407,46,Non-binary,Tokyo,Japan,Basic,2024-04-09,Sci-Fi,Desktop
408,66,Male,Paris,France,Family,2022-12-17,Romance,Laptop
409,52,Male,Los Angeles,USA,Free,2024-08-24,Thriller,Desktop
410,52,Non-binary,Houston,USA,Basic,2020-12-02,Comedy,Desktop
411,23,Non-binary,Toronto,Canada,Basic,2024-01-08,Thriller,Tablet
412,48,Female,Los Angeles,USA,Free,2022-07-17,Sci-Fi,Desktop
413,45,Non-binary,Manchester,UK,Free,2023-02-18,Drama,Laptop
414,17,Female,Delhi,India,Premium,2024-07-30,Action,Smart TV
415,20,Male,Melbourne,Australia,Family,2021-12-06,Romance,Mobile
416,19,Male,Sydney,Australia,Family,2020-03-05,Comedy,Tablet
417,65,Male,Chicago,USA,Family,2022-02-05,Drama,Tablet
418,40,Female,Paris,France,Free,2023-10-30,Romance,Desktop
419,57,Female,Chicago,USA,Free,2020-12-31,Thriller,Tablet
420,24,Non-binary,Sydney,Australia,Basic,2024-09-05,Action,Mobile
421,45,Non-binary,Phoenix,USA,Family,2022-12-25,Drama,Smart TV
422,45,Female,Houston,USA,Basic,2021-07-18,Sci-Fi,Mobile
423,67,Non-binary,New York,USA,Family,2023-06-13,Historical Drama,Mobile
424,29,Male,Houston,USA,Free,2023-05-01,Action,Tablet
425,59,Non-binary,Melbourne,Australia,Free,2021-05-16,Romance,Mobile
426,44,Male,Manchester,UK,Basic,2024-03-24,Historical Drama,Mobile
427,48,Female,Chicago,USA,Basic,2024-07-28,Romance,Desktop
428,52,Non-binary,London,UK,Premium,2021-04-30,Comedy,Smart TV
429,49,Male,Mumbai,India,Family,2021-09-07,Comedy,Mobile
430,53,Non-binary,Sydney,Australia,Basic,2023-07-06,Romance,Tablet
431,47,Male,Sydney,Australia,Premium,2025-04-12,Romance,Tablet
432,49,Female,Berlin,Germany,Family,2022-04-16,Sci-Fi,Laptop
433,27,Non-binary,Manchester,UK,Family,2021-05-08,Historical Drama,Smart TV
434,70,Non-binary,Phoenix,USA,Basic,2024-07-08,Drama,Mobile
435,42,Female,Sydney,Australia,Basic,2022-03-06,Sci-Fi,Laptop
436,37,Non-binary,Houston,USA,Free,2025-03-03,Drama,Laptop
437,50,Non-binary,Los Angeles,USA,Basic,2020-04-15,Comedy,Tablet
438,54,Non-binary,Mumbai,India,Free,2024-11-24,Action,Smart TV
439,64,Non-binary,Berlin,Germany,Basic,2022-09-08,Sci-Fi,Laptop
440,16,Male,Phoenix,USA,Basic,2024-02-27,Action,Tablet
441,31,Non-binary,Tokyo,Japan,Basic,2022-03-23,Sci-Fi,Desktop
442,65,Female,London,UK,Family,2022-08-12,Thriller,Laptop
443,32,Female,Phoenix,USA,Family,2022-08-12,Action,Tablet
444,69,Female,Berlin,Germany,Basic,2022-01-29,Comedy,Tablet
445,52,Male,New York,USA,Basic,2020-02-03,Comedy,Desktop
446,53,Non-binary,Tokyo,Japan,Family,2021-08-27,Sci-Fi,Smart TV
447,30,Female,London,UK,Basic,2022-10-19,Thriller,Laptop
448,64,Female,Phoenix,USA,Family,2022-08-01,Sci-Fi,Laptop
449,24,Non-binary,Chicago,USA,Family,2021-01-11,Thriller,Mobile
450,18,Male,Sydney,Australia,Free,2024-04-14,Action,Tablet
451,69,Non-binary,Chicago,USA,Basic,2020-05-19,Romance,Smart TV
452,29,Non-binary,New York,USA,Family,2022-02-03,Action,Desktop
453,58,Non-binary,Mumbai,India,Family,2023-09-12,Drama,Mobile
454,50,Non-binary,New York,USA,Family,2020-01-25,Action,Desktop
455,33,Non-binary,Delhi,India,Premium,2020-02-05,Thriller,Tablet
456,27,Male,Berlin,Germany,Free,2022-12-09,Sci-Fi,Smart TV
457,55,Non-binary,Houston,USA,Premium,2024-07-27,Comedy,Laptop
458,41,Male,Berlin,Germany,Premium,2022-04-11,Drama,Desktop
459,60,Male,Houston,USA,Premium,2023-11-01,Historical Drama,Mobile
460,70,Non-binary,Mumbai,India,Free,2020-07-10,Drama,Tablet
461,51,Female,Manchester,UK,Free,2023-07-28,Action,Smart TV
462,47,Female,Los Angeles,USA,Premium,2023-03-04,Historical Drama,Mobile
463,49,Male,Tokyo,Japan,Basic,2021-03-08,Historical Drama,Desktop
464,33,Male,Toronto,Canada,Free,2023-11-02,Comedy,Desktop
465,58,Male,Melbourne,Australia,Basic,2025-03-17,Historical Drama,Laptop
466,29,Non-binary,New York,USA,Basic,2024-03-20,Historical Drama,Tablet
467,20,Female,Tokyo,Japan,Basic,2023-02-28,Sci-Fi,Desktop
468,70,Female,Paris,France,Premium,2022-02-25,Historical Drama,Smart TV
469,60,Non-binary,Berlin,Germany,Free,2022-10-22,Romance,Laptop
470,22,Female,New York,USA,Basic,2024-09-13,Action,Laptop
471,65,Non-binary,Melbourne,Australia,Family,2024-05-03,Comedy,Mobile
472,33,Female,Mumbai,India,Family,2021-04-12,Comedy,Desktop
473,43,Male,Manchester,UK,Family,2020-06-24,Historical Drama,Desktop
474,67,Male,Phoenix,USA,Free,2020-06-17,Comedy,Smart TV
475,61,Non-binary,Manchester,UK,Basic,2024-02-23,Drama,Laptop
476,22,Male,London,UK,Free,2025-04-15,Comedy,Tablet
477,64,Female,London,UK,Free,2020-09-28,Action,Smart TV
478,44,Non-binary,Manchester,UK,Family,2020-07-30,Action,Mobile
479,51,Male,London,UK,Premium,2024-11-03,Drama,Mobile
480,42,Female,Phoenix,USA,Free,2024-01-24,Thriller,Smart TV
481,49,Male,Melbourne,Australia,Family,2020-12-13,Sci-Fi,Laptop
482,33,Female,Phoenix,USA,Basic,2020-05-09,Sci-Fi,Tablet
483,42,Female,Phoenix,USA,Family,2024-05-21,Action,Laptop
484,31,Non-binary,Phoenix,USA,Family,2023-05-01,Thriller,Smart TV
485,22,Male,Toronto,Canada,Premium,2020-01-14,Drama,Laptop
486,55,Female,Paris,France,Premium,2022-06-20,Comedy,Tablet
487,68,Non-binary,Paris,France,Basic,2021-09-07,Comedy,Desktop
488,28,Female,Delhi,India,Premium,2020-12-29,Drama,Laptop
489,63,Non-binary,Phoenix,USA,Family,2023-03-25,Historical Drama,Smart TV
490,40,Female,London,UK,Family,2022-01-17,Action,Desktop
491,53,Non-binary,Houston,USA,Basic,2023-10-28,Historical Drama,Desktop
492,62,Female,New York,USA,Basic,2022-06-16,Historical Drama,Laptop
493,60,Male,Paris,France,Family,2023-10-10,Drama,Smart TV
494,35,Male,Mumbai,India,Premium,2023-09-10,Sci-Fi,Tablet
495,40,Male,Berlin,Germany,Family,2023-05-09,Drama,Desktop
496,50,Non-binary,Manchester,UK,Family,2023-01-18,Action,Laptop
497,67,Non-binary,Delhi,India,Free,2020-08-11,Historical Drama,Smart TV
498,58,Female,Mumbai,India,Basic,2023-08-18,Thriller,Mobile
499,57,Non-binary,Melbourne,Australia,Family,2024-03-21,Comedy,Tablet
500,16,Male,Los Angeles,USA,Premium,2021-03-30,Thriller,Desktop
501,53,Non-binary,Sydney,Australia,Basic,2022-07-01,Comedy,Tablet
502,65,Non-binary,Toronto,Canada,Basic,2021-12-07,Action,Tablet
503,34,Female,Los Angeles,USA,Free,2020-08-25,Historical Drama,Smart TV
504,35,Female,London,UK,Family,2024-05-25,Sci-Fi,Desktop
505,38,Female,Toronto,Canada,Free,2022-06-16,Romance,Tablet
506,20,Female,London,UK,Free,2024-07-17,Romance,Mobile
507,70,Female,New York,USA,Free,2023-10-18,Historical Drama,Smart TV
508,63,Male,Tokyo,Japan,Basic,2023-02-04,Sci-Fi,Laptop
509,43,Female,Sydney,Australia,Basic,2024-06-21,Drama,Smart TV
510,56,Non-binary,Chicago,USA,Family,2022-03-21,Action,Desktop
511,28,Female,Tokyo,Japan,Family,2022-03-07,Action,Smart TV
512,33,Non-binary,Houston,USA,Free,2023-03-28,Action,Desktop
513,39,Female,Chicago,USA,Basic,2022-07-26,Action,Laptop
514,71,Female,Mumbai,India,Premium,2023-05-07,Drama,Desktop
515,53,Male,Manchester,UK,Premium,2021-12-21,Historical Drama,Tablet
516,27,Non-binary,Melbourne,Australia,Premium,2025-02-24,Thriller,Desktop
517,59,Male,Los Angeles,USA,Premium,2020-08-29,Sci-Fi,Laptop
518,27,Female,Los Angeles,USA,Basic,2022-11-12,Drama,Tablet
519,24,Non-binary,Melbourne,Australia,Family,2022-05-16,Sci-Fi,Tablet
520,50,Non-binary,Mumbai,India,Basic,2023-02-10,Sci-Fi,Tablet
521,24,Male,Phoenix,USA,Premium,2024-09-20,Drama,Desktop
522,71,Female,New York,USA,Free,2022-09-19,Sci-Fi,Smart TV
523,40,Non-binary,Paris,France,Family,2022-04-17,Romance,Tablet
524,61,Female,Manchester,UK,Family,2020-12-08,Action,Desktop
525,66,Male,New York,USA,Premium,2020-03-07,Comedy,Smart TV
526,34,Male,Sydney,Australia,Family,2023-03-04,Romance,Tablet
527,48,Male,Sydney,Australia,Free,2021-07-02,Historical Drama,Desktop
528,39,Non-binary,Paris,France,Free,2024-04-05,Romance,Tablet
529,29,Female,Sydney,Australia,Free,2024-02-16,Historical Drama,Smart TV
530,71,Male,Phoenix,USA,Family,2021-06-22,Comedy,Mobile
531,71,Male,Toronto,Canada,Basic,2021-03-05,Historical Drama,Desktop
532,38,Non-binary,Delhi,India,Family,2020-12-05,Thriller,Smart TV
533,29,Male,Berlin,Germany,Free,2023-03-13,Comedy,Desktop
534,54,Non-binary,Phoenix,USA,Basic,2021-10-24,Romance,Laptop
535,52,Female,Phoenix,USA,Free,2020-10-04,Historical Drama,Tablet
536,19,Female,Tokyo,Japan,Basic,2023-12-07,Historical Drama,Smart TV
537,25,Non-binary,Houston,USA,Premium,2024-08-23,Sci-Fi,Tablet
538,25,Non-binary,Toronto,Canada,Premium,2023-07-09,Drama,Tablet
539,20,Non-binary,Toronto,Canada,Free,2022-04-05,Thriller,Laptop
540,72,Female,Delhi,India,Family,2025-04-30,Drama,Laptop
541,16,Non-binary,Melbourne,Australia,Free,2024-02-05,Drama,Laptop
542,20,Non-binary,Paris,France,Family,2021-03-22,Drama,Smart TV
543,33,Female,Toronto,Canada,Premium,2021-11-22,Thriller,Desktop
544,52,Female,Chicago,USA,Premium,2025-01-05,Romance,Mobile
545,22,Non-binary,New York,USA,Family,2020-02-03,Action,Smart TV
546,45,Male,Toronto,Canada,Family,2021-02-18,Romance,Smart TV
547,57,Female,Tokyo,Japan,Basic,2024-11-25,Comedy,Mobile
548,39,Female,Mumbai,India,Free,2022-01-31,Romance,Smart TV
549,41,Non-binary,New York,USA,Premium,2024-01-26,Romance,Smart TV
550,57,Male,Manchester,UK,Free,2020-01-03,Sci-Fi,Tablet
551,24,Non-binary,Los Angeles,USA,Basic,2022-11-29,Romance,Tablet
552,16,Non-binary,New York,USA,Premium,2024-07-31,Action,Tablet
553,24,Female,Delhi,India,Free,2021-04-13,Drama,Mobile
554,67,Male,Delhi,India,Free,2021-10-03,Comedy,Laptop
555,40,Male,Chicago,USA,Basic,2020-05-20,Thriller,Desktop
556,55,Non-binary,New York,USA,Basic,2022-06-20,Comedy,Smart TV
557,63,Male,Mumbai,India,Family,2023-06-15,Romance,Tablet
558,29,Male,Paris,France,Free,2020-10-13,Historical Drama,Mobile
559,62,Female,Melbourne,Australia,Premium,2022-05-29,Comedy,Smart TV
560,33,Non-binary,Houston,USA,Free,2021-05-23,Thriller,Desktop
561,62,Non-binary,Melbourne,Australia,Premium,2024-05-14,Romance,Mobile
562,70,Non-binary,Paris,France,Premium,2021-02-24,Thriller,Desktop
563,28,Non-binary,Sydney,Australia,Family,2021-08-28,Romance,Mobile
564,66,Male,Berlin,Germany,Family,2022-03-01,Action,Smart TV
565,56,Non-binary,Toronto,Canada,Free,2022-12-17,Action,Laptop
566,36,Male,Tokyo,Japan,Family,2024-10-28,Historical Drama,Desktop
567,39,Non-binary,Manchester,UK,Basic,2024-04-11,Drama,Mobile
568,53,Male,New York,USA,Free,2021-06-20,Sci-Fi,Mobile
569,19,Female,Tokyo,Japan,Premium,2023-07-11,Romance,Desktop
570,42,Female,Berlin,Germany,Family,2020-06-17,Romance,Desktop
571,55,Male,Sydney,Australia,Premium,2020-06-20,Comedy,Mobile
572,29,Male,Sydney,Australia,Premium,2022-03-11,Thriller,Mobile
573,60,Female,Phoenix,USA,Basic,2020-04-28,Sci-Fi,Mobile
574,43,Male,Tokyo,Japan,Family,2023-06-07,Thriller,Mobile
575,58,Non-binary,Phoenix,USA,Basic,2020-09-01,Action,Smart TV
576,16,Male,Delhi,India,Family,2021-12-11,Thriller,Desktop
577,68,Non-binary,Berlin,Germany,Premium,2020-12-07,Comedy,Smart TV
578,65,Female,Delhi,India,Free,2024-04-28,Action,Laptop
579,43,Female,Berlin,Germany,Free,2021-06-22,Romance,Desktop
580,20,Female,Mumbai,India,Family,2022-11-12,Comedy,Mobile
581,70,Non-binary,Toronto,Canada,Basic,2022-01-23,Sci-Fi,Laptop
582,22,Non-binary,Berlin,Germany,Free,2021-04-12,Romance,Desktop
583,18,Male,New York,USA,Basic,2020-04-04,Drama,Laptop
584,25,Male,Manchester,UK,Free,2023-02-06,Historical Drama,Tablet
585,36,Male,Houston,USA,Family,2025-02-18,Romance,Laptop
586,68,Male,Phoenix,USA,Premium,2020-09-01,Thriller,Mobile
587,30,Non-binary,Chicago,USA,Free,2022-04-01,Action,Tablet
588,34,Female,Paris,France,Premium,2020-06-25,Thriller,Tablet
589,39,Male,New York,USA,Premium,2023-02-28,Historical Drama,Laptop
590,55,Male,Delhi,India,Family,2022-01-24,Thriller,Tablet
591,65,Male,Berlin,Germany,Basic,2020-11-04,Action,Tablet
592,30,Non-binary,New York,USA,Premium,2023-07-26,Historical Drama,Mobile
593,16,Non-binary,London,UK,Family,2024-10-04,Romance,Laptop
594,29,Non-binary,Los Angeles,USA,Basic,2022-05-09,Drama,Mobile
595,61,Female,Chicago,USA,Free,2020-03-30,Sci-Fi,Desktop
596,60,Female,Manchester,UK,Family,2024-03-11,Action,Desktop
597,48,Male,Los Angeles,USA,Family,2020-06-02,Thriller,Desktop
598,43,Non-binary,New York,USA,Basic,2021-04-29,Comedy,Laptop
599,36,Female,Paris,France,Premium,2021-10-13,Drama,Laptop
600,20,Male,Houston,USA,Basic,2024-05-16,Historical Drama,Desktop
601,25,Male,Los Angeles,USA,Basic,2022-07-09,Drama,Laptop
602,23,Non-binary,Manchester,UK,Premium,2024-04-26,Sci-Fi,Tablet
603,45,Female,Phoenix,USA,Free,2020-07-04,Sci-Fi,Laptop
604,61,Non-binary,Paris,France,Free,2021-03-16,Historical Drama,Laptop
605,21,Non-binary,Chicago,USA,Basic,2021-12-29,Drama,Desktop
606,59,Female,New York,USA,Premium,2024-08-06,Sci-Fi,Mobile
607,70,Female,Manchester,UK,Basic,2020-07-12,Drama,Mobile
608,66,Male,Berlin,Germany,Free,2020-01-25,Action,Smart TV
609,28,Female,Chicago,USA,Premium,2023-11-06,Romance,Mobile
610,53,Female,Melbourne,Australia,Free,2020-02-14,Action,Smart TV
611,57,Female,Tokyo,Japan,Basic,2020-07-07,Historical Drama,Laptop
612,18,Female,Los Angeles,USA,Free,2020-12-10,Thriller,Tablet
613,62,Female,Paris,France,Family,2020-03-01,Drama,Tablet
614,38,Male,Chicago,USA,Basic,2021-07-17,Comedy,Tablet
615,25,Male,Tokyo,Japan,Basic,2023-08-18,Comedy,Tablet
616,72,Non-binary,Manchester,UK,Family,2020-05-04,Action,Laptop
617,24,Female,Manchester,UK,Basic,2023-08-09,Historical Drama,Desktop
618,56,Non-binary,Houston,USA,Free,2022-02-22,Historical Drama,Laptop
619,50,Female,Toronto,Canada,Premium,2025-02-12,Thriller,Desktop
620,40,Female,London,UK,Basic,2020-02-23,Comedy,Desktop
621,17,Female,Houston,USA,Free,2024-07-14,Drama,Desktop
622,65,Non-binary,London,UK,Basic,2020-11-22,Action,Smart TV
623,31,Female,Mumbai,India,Free,2024-04-13,Sci-Fi,Desktop
624,67,Female,Paris,France,Premium,2025-03-30,Historical Drama,Smart TV
625,31,Non-binary,Chicago,USA,Premium,2024-07-09,Romance,Laptop
626,53,Male,Tokyo,Japan,Premium,2025-04-24,Thriller,Desktop
627,52,Male,Chicago,USA,Family,2023-01-15,Comedy,Smart TV
628,18,Male,Toronto,Canada,Free,2021-04-21,Thriller,Smart TV
629,49,Female,New York,USA,Free,2021-11-10,Thriller,Smart TV
630,24,Female,Berlin,Germany,Basic,2025-02-24,Historical Drama,Laptop
631,17,Male,New York,USA,Basic,2024-05-04,Action,Desktop
632,39,Male,Paris,France,Premium,2023-12-13,Romance,Tablet
633,22,Female,Melbourne,Australia,Premium,2021-10-22,Sci-Fi,Smart TV
634,43,Non-binary,Delhi,India,Family,2023-08-22,Comedy,Smart TV
635,51,Non-binary,Delhi,India,Premium,2021-04-02,Romance,Desktop
636,27,Female,Paris,France,Premium,2024-02-12,Romance,Laptop
637,27,Non-binary,Chicago,USA,Free,2025-04-27,Romance,Desktop
638,70,Non-binary,Manchester,UK,Free,2021-01-07,Thriller,Laptop
639,67,Non-binary,Tokyo,Japan,Basic,2023-08-02,Thriller,Mobile
640,47,Male,Tokyo,Japan,Premium,2024-03-06,Action,Smart TV
641,36,Male,London,UK,Free,2024-08-09,Romance,Laptop
642,16,Female,Toronto,Canada,Basic,2021-05-26,Romance,Mobile
643,32,Male,London,UK,Free,2020-04-08,Drama,Tablet
644,42,Male,Delhi,India,Family,2022-10-06,Drama,Laptop
645,40,Male,Sydney,Australia,Family,2024-06-03,Historical Drama,Desktop
646,64,Non-binary,Mumbai,India,Basic,2020-11-29,Drama,Mobile
647,70,Male,Berlin,Germany,Premium,2020-02-11,Comedy,Laptop
648,20,Female,Los Angeles,USA,Basic,2024-12-23,Drama,Smart TV
649,20,Non-binary,Delhi,India,Free,2021-11-23,Thriller,Desktop
650,46,Non-binary,Tokyo,Japan,Free,2022-06-02,Romance,Smart TV
651,72,Female,Melbourne,Australia,Basic,2020-04-19,Action,Laptop
652,28,Female,Houston,USA,Premium,2023-09-14,Comedy,Laptop
653,22,Male,Houston,USA,Family,2023-03-16,Thriller,Tablet
654,19,Female,Chicago,USA,Free,2022-05-25,Action,Laptop
655,58,Non-binary,Paris,France,Family,2021-02-12,Action,Mobile
656,26,Non-binary,Houston,USA,Premium,2020-06-16,Drama,Mobile
657,66,Female,Phoenix,USA,Family,2022-09-28,Romance,Laptop
658,57,Non-binary,Los Angeles,USA,Family,2021-01-13,Comedy,Tablet
659,27,Female,London,UK,Free,2021-06-23,Drama,Tablet
660,30,Female,Phoenix,USA,Free,2020-11-05,Historical Drama,Mobile
661,58,Female,Los Angeles,USA,Family,2024-03-29,Thriller,Smart TV
662,19,Female,Sydney,Australia,Family,2023-01-01,Romance,Tablet
663,72,Male,Melbourne,Australia,Family,2021-09-04,Action,Tablet
664,70,Non-binary,Tokyo,Japan,Free,2022-10-25,Thriller,Desktop
665,52,Non-binary,Berlin,Germany,Basic,2020-09-03,Historical Drama,Tablet
666,26,Male,Chicago,USA,Basic,2020-09-15,Action,Tablet
667,59,Female,Los Angeles,USA,Basic,2024-08-11,Romance,Smart TV
668,54,Female,Paris,France,Premium,2025-02-08,Romance,Mobile
669,40,Non-binary,Los Angeles,USA,Family,2023-02-04,Comedy,Laptop
670,45,Male,Sydney,Australia,Family,2020-08-18,Drama,Smart TV
671,52,Non-binary,Chicago,USA,Free,2025-03-09,Action,Desktop
672,22,Female,Berlin,Germany,Premium,2024-12-02,Drama,Laptop
673,57,Female,Manchester,UK,Family,2020-03-17,Sci-Fi,Laptop
674,25,Non-binary,Manchester,UK,Family,2020-03-20,Drama,Laptop
675,31,Male,Delhi,India,Family,2025-02-28,Comedy,Laptop
676,37,Female,New York,USA,Premium,2021-07-28,Historical Drama,Tablet
677,60,Non-binary,Paris,France,Free,2024-11-14,Sci-Fi,Smart TV
678,63,Female,Phoenix,USA,Premium,2021-07-05,Romance,Tablet
679,57,Male,Melbourne,Australia,Basic,2022-06-23,Sci-Fi,Tablet
680,47,Non-binary,Delhi,India,Premium,2024-08-08,Action,Desktop
681,26,Male,Berlin,Germany,Premium,2023-12-24,Thriller,Tablet
682,65,Non-binary,Chicago,USA,Free,2020-12-21,Sci-Fi,Smart TV
683,19,Male,Paris,France,Free,2022-07-23,Action,Laptop
684,28,Female,Delhi,India,Premium,2024-08-13,Drama,Desktop
685,56,Male,Manchester,UK,Free,2021-05-10,Comedy,Tablet
686,44,Male,Melbourne,Australia,Family,2023-04-16,Thriller,Laptop
687,26,Female,London,UK,Free,2021-08-06,Action,Tablet
688,26,Non-binary,New York,USA,Basic,2024-10-21,Sci-Fi,Smart TV
689,29,Female,Mumbai,India,Family,2022-11-17,Action,Mobile
690,24,Non-binary,Toronto,Canada,Basic,2023-05-16,Historical Drama,Mobile
691,32,Non-binary,Houston,USA,Premium,2023-12-30,Romance,Laptop
692,40,Female,Manchester,UK,Family,2021-05-31,Sci-Fi,Tablet
693,59,Non-binary,Phoenix,USA,Family,2023-04-12,Action,Mobile
694,58,Female,Sydney,Australia,Premium,2021-09-03,Romance,Mobile
695,20,Female,Toronto,Canada,Premium,2023-08-04,Comedy,Laptop
696,57,Non-binary,Phoenix,USA,Premium,2021-01-20,Sci-Fi,Desktop
697,31,Male,Berlin,Germany,Family,2023-09-14,Comedy,Smart TV
698,17,Non-binary,Delhi,India,Family,2021-08-28,Comedy,Tablet
699,40,Non-binary,Manchester,UK,Free,2023-04-09,Romance,Desktop
700,28,Female,Paris,France,Basic,2023-11-06,Thriller,Tablet
701,58,Female,Tokyo,Japan,Premium,2024-09-27,Sci-Fi,Desktop
702,34,Male,Chicago,USA,Family,2020-09-19,Romance,Laptop
703,67,Non-binary,Delhi,India,Basic,2025-04-23,Romance,Laptop
704,21,Male,Mumbai,India,Premium,2021-04-02,Romance,Laptop
705,66,Female,Manchester,UK,Premium,2021-06-17,Thriller,Laptop
706,70,Male,Toronto,Canada,Family,2020-04-19,Historical Drama,Desktop
707,55,Male,Melbourne,Australia,Family,2024-12-26,Sci-Fi,Desktop
708,71,Non-binary,Los Angeles,USA,Family,2022-12-21,Comedy,Tablet
709,71,Male,New York,USA,Basic,2021-02-14,Comedy,Tablet
710,45,Male,Melbourne,Australia,Premium,2024-11-01,Romance,Smart TV
711,21,Female,Berlin,Germany,Premium,2023-07-16,Sci-Fi,Laptop
712,19,Male,Mumbai,India,Family,2021-07-14,Sci-Fi,Smart TV
713,64,Male,Melbourne,Australia,Family,2024-05-27,Historical Drama,Mobile
714,55,Female,Chicago,USA,Family,2022-04-06,Drama,Tablet
715,16,Male,Manchester,UK,Basic,2024-02-05,Comedy,Mobile
716,36,Non-binary,Tokyo,Japan,Basic,2020-02-06,Romance,Mobile
717,62,Male,Mumbai,India,Basic,2023-11-21,Comedy,Laptop
718,22,Female,Chicago,USA,Premium,2020-12-08,Action,Mobile
719,34,Female,Phoenix,USA,Premium,2022-06-07,Romance,Smart TV
720,47,Female,London,UK,Basic,2020-12-03,Historical Drama,Tablet
721,30,Male,New York,USA,Basic,2021-03-08,Romance,Mobile
722,48,Male,Melbourne,Australia,Free,2022-01-20,Romance,Mobile
723,72,Non-binary,Manchester,UK,Premium,2024-04-28,Thriller,Desktop
724,54,Male,New York,USA,Free,2023-08-31,Historical Drama,Mobile
725,60,Male,New York,USA,Family,2022-06-28,Drama,Mobile
726,32,Female,Sydney,Australia,Basic,2021-02-24,Romance,Mobile
727,42,Non-binary,Phoenix,USA,Free,2023-09-18,Thriller,Laptop
728,54,Non-binary,Melbourne,Australia,Basic,2022-05-07,Historical Drama,Mobile
729,62,Non-binary,Sydney,Australia,Free,2021-08-01,Action,Mobile
730,28,Non-binary,Toronto,Canada,Basic,2024-05-12,Comedy,Desktop
731,38,Non-binary,Houston,USA,Family,2021-08-27,Sci-Fi,Mobile
732,47,Male,Sydney,Australia,Family,2021-11-08,Sci-Fi,Mobile
733,58,Male,New York,USA,Free,2024-09-06,Thriller,Tablet
734,21,Non-binary,Chicago,USA,Free,2024-01-21,Romance,Mobile
735,32,Non-binary,Tokyo,Japan,Basic,2022-07-24,Comedy,Laptop
736,19,Male,Toronto,Canada,Basic,2024-11-25,Action,Laptop
737,67,Non-binary,London,UK,Premium,2022-05-22,Romance,Mobile
738,70,Male,Los Angeles,USA,Free,2024-10-10,Sci-Fi,Smart TV
739,38,Female,London,UK,Premium,2024-12-04,Romance,Mobile
740,68,Female,London,UK,Basic,2020-08-21,Drama,Tablet
741,33,Female,Toronto,Canada,Family,2024-06-26,Drama,Smart TV
742,24,Non-binary,Los Angeles,USA,Free,2025-04-14,Historical Drama,Smart TV
743,42,Non-binary,Los Angeles,USA,Family,2024-07-01,Thriller,Tablet
744,55,Female,Chicago,USA,Premium,2023-06-06,Action,Smart TV
745,47,Male,Toronto,Canada,Family,2022-06-21,Action,Mobile
746,57,Female,Phoenix,USA,Free,2023-12-13,Historical Drama,Desktop
747,63,Non-binary,Berlin,Germany,Basic,2023-10-03,Historical Drama,Laptop
748,49,Non-binary,Sydney,Australia,Free,2022-06-05,Romance,Smart TV
749,38,Non-binary,Toronto,Canada,Family,2020-10-31,Historical Drama,Desktop
750,55,Male,Tokyo,Japan,Free,2023-08-10,Sci-Fi,Desktop
751,46,Female,Paris,France,Basic,2020-06-02,Historical Drama,Tablet
752,31,Female,London,UK,Premium,2020-04-13,Thriller,Smart TV
753,57,Female,Sydney,Australia,Family,2024-07-31,Sci-Fi,Mobile
754,44,Non-binary,Toronto,Canada,Family,2020-06-29,Historical Drama,Tablet
755,36,Male,Toronto,Canada,Family,2024-03-06,Romance,Mobile
