review_id,viewer_id,movie_id,rating,review_text,review_date,helpful_votes,sentiment
1032,810,33,7.1,Emotional and thought-provoking.,2024-05-17,31,positive
1033,718,26,8.5,A masterpiece of modern cinema.,2025-01-26,182,positive
1034,528,4,9.4,Best film this year.,2025-02-08,147,positive
1035,870,9,9.0,Absolutely loved it!,2023-01-10,143,positive
1036,220,15,9.7,Stunning visuals and gripping story.,2025-04-04,30,positive
1037,799,21,6.6,"It was okay, nothing special.",2025-04-08,50,neutral
1038,632,41,9.3,Incredible performances all around.,2024-06-05,2,positive
1039,195,49,7.6,A masterpiece of modern cinema.,2023-09-13,112,positive
1040,754,15,9.8,Couldn't stop watching.,2024-01-14,177,positive
1041,30,18,8.5,A masterpiece of modern cinema.,2025-01-20,139,positive
1042,111,40,9.1,Couldn't stop watching.,2024-08-02,118,positive
1043,234,9,6.3,Decent but forgettable.,2024-05-07,134,neutral
1044,40,40,9.7,Incredible performances all around.,2025-03-31,179,positive
1045,679,37,5.8,"It was okay, nothing special.",2024-10-06,9,neutral
1046,430,12,9.9,A masterpiece of modern cinema.,2024-04-16,143,positive
1047,425,13,4.1,Comedy that wasn't funny at all.,2023-03-07,99,negative
1048,593,5,4.0,Comedy that wasn't funny at all.,2024-02-07,122,negative
1049,41,30,6.4,Worth a watch on a lazy evening.,2025-04-18,65,neutral
1050,280,18,7.4,Best film this year.,2023-03-25,10,positive
1051,109,22,7.5,A masterpiece of modern cinema.,2023-06-29,82,positive
1052,343,30,9.2,Couldn't stop watching.,2025-02-03,11,positive
1053,539,32,8.5,Incredible performances all around.,2023-08-18,4,positive
1054,135,11,6.0,Decent but forgettable.,2024-05-11,176,neutral
1055,929,24,9.1,A masterpiece of modern cinema.,2023-06-22,124,positive
1056,798,47,4.6,Weak plot and flat characters.,2023-09-05,17,negative
1057,887,8,1.9,Disappointing compared to the trailer.,2025-01-15,98,negative
1058,393,15,8.3,Stunning visuals and gripping story.,2025-02-14,93,positive
1059,814,38,8.4,Stunning visuals and gripping story.,2023-04-23,167,positive
1060,586,33,5.8,"Some good moments, some slow parts.",2023-07-13,179,neutral
1061,948,20,4.7,Not worth the subscription fee.,2024-10-15,112,negative
1062,294,49,6.2,Decent but forgettable.,2023-09-23,176,neutral
1063,663,35,4.1,Comedy that wasn't funny at all.,2024-05-31,125,negative
1064,97,28,6.5,Worth a watch on a lazy evening.,2025-03-18,40,neutral
1065,629,9,9.3,Stunning visuals and gripping story.,2025-02-08,49,positive
1066,399,2,9.3,Couldn't stop watching.,2023-01-03,139,positive
1067,932,5,7.0,Absolutely loved it!,2024-05-08,179,positive
1068,483,35,9.6,A masterpiece of modern cinema.,2024-06-14,40,positive
1069,751,27,8.9,Absolutely loved it!,2024-08-23,138,positive
1070,497,44,5.4,Decent but forgettable.,2023-07-10,81,neutral
1071,58,47,8.9,Incredible performances all around.,2024-10-01,172,positive
1072,154,11,9.6,Emotional and thought-provoking.,2023-10-26,94,positive
1073,272,43,6.5,"Some good moments, some slow parts.",2025-02-26,72,neutral
1074,935,31,2.8,"Too predictable, fell asleep halfway.",2024-12-27,153,negative
1075,857,12,9.4,A masterpiece of modern cinema.,2024-11-24,186,positive
1076,703,30,1.3,Not worth the subscription fee.,2023-01-25,104,negative
1077,948,26,8.3,A masterpiece of modern cinema.,2024-08-14,190,positive
1078,268,9,3.7,"Too predictable, fell asleep halfway.",2023-05-04,55,negative
1079,484,28,6.1,Decent but forgettable.,2023-07-15,115,neutral
1080,385,6,5.3,Decent but forgettable.,2023-01-31,139,neutral
1081,505,34,3.0,Disappointing compared to the trailer.,2024-09-06,17,negative
1082,182,33,1.7,Disappointing compared to the trailer.,2023-06-15,103,negative
1083,223,21,6.9,"It was okay, nothing special.",2024-01-10,111,neutral
1084,490,5,9.9,Stunning visuals and gripping story.,2023-06-25,43,positive
1085,727,21,6.5,Decent but forgettable.,2023-07-16,81,neutral
1086,430,9,6.5,"Some good moments, some slow parts.",2023-10-25,58,neutral
1087,499,44,8.6,Couldn't stop watching.,2023-09-18,7,positive
1088,742,7,2.4,Overhyped and underdelivered.,2023-05-16,14,negative
1089,45,17,7.1,Absolutely loved it!,2024-07-07,40,positive
1090,513,49,5.3,Worth a watch on a lazy evening.,2024-09-24,101,neutral
1091,675,27,6.6,Worth a watch on a lazy evening.,2024-06-09,52,neutral
1092,27,13,3.0,Comedy that wasn't funny at all.,2025-02-02,68,negative
1093,52,40,6.8,Worth a watch on a lazy evening.,2023-12-25,20,neutral
1094,219,32,9.7,Couldn't stop watching.,2025-04-01,66,positive
1095,544,8,9.0,Emotional and thought-provoking.,2024-09-01,188,positive
1096,390,32,9.6,Absolutely loved it!,2024-07-23,74,positive
1097,833,21,7.5,Couldn't stop watching.,2025-01-09,69,positive
1098,637,48,7.7,Couldn't stop watching.,2023-12-11,23,positive
1099,929,37,8.1,Stunning visuals and gripping story.,2024-07-06,74,positive
1100,772,44,9.4,Couldn't stop watching.,2023-08-08,177,positive
1101,259,4,1.4,"Too predictable, fell asleep halfway.",2024-01-08,44,negative
1102,562,29,6.9,Worth a watch on a lazy evening.,2023-06-18,35,neutral
1103,885,22,9.2,Emotional and thought-provoking.,2023-11-25,12,positive
1104,132,12,7.7,Emotional and thought-provoking.,2025-04-11,30,positive
1105,678,11,1.7,"Too predictable, fell asleep halfway.",2023-06-22,95,negative
1106,276,19,6.1,"Some good moments, some slow parts.",2023-11-19,160,neutral
1107,13,16,5.9,"Some good moments, some slow parts.",2024-07-12,33,neutral
1108,339,17,5.9,Worth a watch on a lazy evening.,2023-06-02,60,neutral
1109,634,25,8.5,Incredible performances all around.,2024-07-31,2,positive
1110,983,29,7.2,Incredible performances all around.,2024-07-10,1,positive
1111,411,28,9.3,Couldn't stop watching.,2023-11-03,3,positive
1112,624,45,9.6,Absolutely loved it!,2024-04-15,53,positive
1113,478,47,8.9,Emotional and thought-provoking.,2023-04-25,127,positive
1114,400,18,7.7,Absolutely loved it!,2023-10-20,162,positive
1115,684,23,7.1,Emotional and thought-provoking.,2023-07-06,152,positive
1116,82,40,8.0,Emotional and thought-provoking.,2025-04-28,83,positive
1117,766,34,7.9,Emotional and thought-provoking.,2023-10-05,146,positive
1118,184,9,9.5,Emotional and thought-provoking.,2024-02-16,8,positive
1119,727,9,8.8,Best film this year.,2023-03-07,20,positive
1120,680,32,6.8,Worth a watch on a lazy evening.,2023-07-13,106,neutral
1121,637,16,3.9,Not worth the subscription fee.,2024-07-05,64,negative
1122,402,3,9.0,A masterpiece of modern cinema.,2023-09-27,58,positive
1123,346,43,6.0,Decent but forgettable.,2023-03-24,112,neutral
1124,165,28,1.3,Disappointing compared to the trailer.,2024-07-08,172,negative
1125,844,17,7.6,Emotional and thought-provoking.,2023-03-20,193,positive
1126,906,17,8.8,Stunning visuals and gripping story.,2023-04-17,196,positive
1127,184,27,8.6,Emotional and thought-provoking.,2024-09-15,154,positive
1128,499,24,3.0,Not worth the subscription fee.,2023-07-19,121,negative
1129,605,39,5.0,Comedy that wasn't funny at all.,2023-03-25,109,negative
1130,729,27,5.1,Worth a watch on a lazy evening.,2023-12-04,19,neutral
1131,108,37,9.3,Couldn't stop watching.,2024-07-20,114,positive
1132,293,42,8.4,A masterpiece of modern cinema.,2023-07-05,21,positive
1133,487,41,8.5,Best film this year.,2023-10-28,81,positive
1134,473,19,4.7,"Too predictable, fell asleep halfway.",2023-01-24,101,negative
1135,41,34,6.6,"Some good moments, some slow parts.",2024-07-19,184,neutral
1136,520,43,8.6,Best film this year.,2024-02-29,72,positive
1137,771,47,7.5,Stunning visuals and gripping story.,2024-12-23,93,positive
1138,316,6,1.3,Not worth the subscription fee.,2024-03-12,93,negative
1139,154,31,9.7,Emotional and thought-provoking.,2023-12-19,98,positive
1140,166,25,9.3,Couldn't stop watching.,2024-07-04,20,positive
1141,553,4,5.3,Decent but forgettable.,2023-01-28,11,neutral
1142,572,21,7.7,Absolutely loved it!,2024-03-08,184,positive
1143,780,18,4.7,Disappointing compared to the trailer.,2024-02-14,175,negative
1144,412,41,9.3,A masterpiece of modern cinema.,2023-06-14,61,positive
1145,497,22,9.5,Incredible performances all around.,2024-06-11,133,positive
1146,207,47,5.5,"It was okay, nothing special.",2023-09-27,148,neutral
1147,255,42,9.6,Couldn't stop watching.,2023-11-29,147,positive
1148,703,11,9.8,Emotional and thought-provoking.,2023-06-28,190,positive
1149,9,26,8.0,Best film this year.,2024-05-26,156,positive
1150,460,45,5.1,"It was okay, nothing special.",2023-01-22,38,neutral
1151,865,35,1.0,Disappointing compared to the trailer.,2023-07-30,42,negative
1152,766,27,6.7,Worth a watch on a lazy evening.,2024-07-28,3,neutral
1153,521,46,5.8,"Some good moments, some slow parts.",2023-11-12,177,neutral
1154,640,46,5.1,Decent but forgettable.,2024-05-21,177,neutral
1155,498,27,7.4,Emotional and thought-provoking.,2024-09-15,195,positive
1156,303,49,7.2,Absolutely loved it!,2023-06-07,34,positive
1157,833,37,9.9,Best film this year.,2023-07-27,116,positive
1158,336,38,1.6,"Too predictable, fell asleep halfway.",2023-03-16,151,negative
1159,476,26,6.8,Worth a watch on a lazy evening.,2023-06-21,73,neutral
1160,140,39,1.8,Comedy that wasn't funny at all.,2023-01-26,28,negative
1161,840,43,9.3,Emotional and thought-provoking.,2023-02-15,29,positive
1162,450,30,6.8,"Some good moments, some slow parts.",2024-02-10,5,neutral
1163,553,15,8.7,Stunning visuals and gripping story.,2023-09-29,147,positive
1164,120,32,5.0,Decent but forgettable.,2023-04-08,33,neutral
1165,984,14,9.6,A masterpiece of modern cinema.,2024-11-29,57,positive
1166,280,39,5.3,Worth a watch on a lazy evening.,2023-10-21,18,neutral
1167,654,2,6.9,Decent but forgettable.,2024-04-08,89,neutral
1168,108,20,7.8,Emotional and thought-provoking.,2025-01-24,104,positive
1169,712,25,8.7,Incredible performances all around.,2023-07-14,156,positive
1170,736,30,6.8,Decent but forgettable.,2024-03-31,135,neutral
1171,403,3,8.6,Emotional and thought-provoking.,2024-10-01,199,positive
1172,424,14,2.5,Not worth the subscription fee.,2024-11-02,170,negative
1173,18,5,9.0,Emotional and thought-provoking.,2025-04-01,145,positive
1174,829,6,9.0,Emotional and thought-provoking.,2024-08-26,89,positive
1175,133,21,9.7,Couldn't stop watching.,2024-01-10,60,positive
1176,967,1,8.7,Best film this year.,2023-10-06,145,positive
1177,748,32,9.4,Couldn't stop watching.,2023-10-24,65,positive
1178,370,44,6.1,"Some good moments, some slow parts.",2023-11-17,37,neutral
1179,790,5,7.1,A masterpiece of modern cinema.,2023-07-29,129,positive
1180,559,43,8.9,Absolutely loved it!,2023-09-10,190,positive
1181,651,28,7.9,Incredible performances all around.,2023-03-10,36,positive
1182,980,7,5.0,"Some good moments, some slow parts.",2024-02-22,138,neutral
1183,497,39,5.3,"It was okay, nothing special.",2023-03-03,134,neutral
1184,292,36,7.9,Best film this year.,2024-11-24,84,positive
1185,725,28,3.1,Weak plot and flat characters.,2023-07-07,42,negative
1186,633,4,3.6,Not worth the subscription fee.,2023-10-18,24,negative
1187,472,6,9.9,Stunning visuals and gripping story.,2024-05-24,54,positive
1188,615,47,7.6,A masterpiece of modern cinema.,2025-04-07,165,positive
1189,422,49,7.1,Absolutely loved it!,2024-01-25,64,positive
1190,696,34,5.3,Decent but forgettable.,2023-12-09,194,neutral
1191,538,49,6.9,"Some good moments, some slow parts.",2023-03-26,118,neutral
1192,898,24,5.1,Worth a watch on a lazy evening.,2024-05-09,5,neutral
1193,41,20,6.4,Worth a watch on a lazy evening.,2024-02-05,33,neutral
1194,474,16,2.4,Weak plot and flat characters.,2024-07-13,40,negative
1195,472,47,8.7,Incredible performances all around.,2024-12-14,101,positive
1196,781,11,2.3,"Too predictable, fell asleep halfway.",2025-03-14,53,negative
1197,312,34,7.7,Emotional and thought-provoking.,2024-11-27,189,positive
1198,141,15,1.3,"Too predictable, fell asleep halfway.",2023-09-20,108,negative
1199,495,24,4.8,Weak plot and flat characters.,2024-06-26,14,negative
1200,814,39,4.0,Disappointing compared to the trailer.,2024-07-08,80,negative
1201,712,11,8.8,Absolutely loved it!,2023-02-14,30,positive
1202,709,2,7.8,Incredible performances all around.,2023-02-06,93,positive
1203,782,3,7.2,Couldn't stop watching.,2024-08-24,61,positive
1204,840,17,8.7,Stunning visuals and gripping story.,2024-12-14,5,positive
1205,57,47,8.4,Stunning visuals and gripping story.,2024-05-30,74,positive
1206,683,34,8.0,Emotional and thought-provoking.,2023-11-07,39,positive
1207,167,23,8.4,Stunning visuals and gripping story.,2024-06-19,90,positive
1208,479,22,8.3,A masterpiece of modern cinema.,2023-10-28,79,positive
1209,993,10,8.5,Best film this year.,2023-01-24,22,positive
1210,618,14,8.1,Emotional and thought-provoking.,2024-02-22,112,positive
1211,320,40,9.6,A masterpiece of modern cinema.,2023-06-27,23,positive
1212,435,25,9.9,Best film this year.,2023-06-28,48,positive
1213,522,7,3.4,"Too predictable, fell asleep halfway.",2023-03-19,176,negative
1214,295,12,6.5,Decent but forgettable.,2024-11-11,81,neutral
1215,468,32,7.7,Incredible performances all around.,2023-09-17,12,positive
1216,297,38,8.1,Incredible performances all around.,2024-01-20,37,positive
1217,773,15,4.7,Not worth the subscription fee.,2024-10-16,89,negative
1218,209,14,5.4,"Some good moments, some slow parts.",2024-05-09,119,neutral
1219,666,28,9.6,Emotional and thought-provoking.,2024-03-20,81,positive
1220,1000,35,5.3,Worth a watch on a lazy evening.,2023-12-31,76,neutral
1221,946,41,6.7,"It was okay, nothing special.",2023-12-20,173,neutral
1222,653,36,7.7,Absolutely loved it!,2024-10-17,62,positive
1223,730,32,6.9,"It was okay, nothing special.",2023-10-02,171,neutral
1224,793,44,6.3,Decent but forgettable.,2024-08-03,134,neutral
1225,875,46,8.6,Stunning visuals and gripping story.,2023-04-28,159,positive
1226,22,30,8.0,Absolutely loved it!,2023-04-12,183,positive
1227,356,23,7.3,Stunning visuals and gripping story.,2023-11-03,152,positive
1228,641,35,8.6,A masterpiece of modern cinema.,2025-02-12,155,positive
1229,894,25,1.3,Comedy that wasn't funny at all.,2024-06-24,155,negative
1230,29,5,6.5,Worth a watch on a lazy evening.,2023-05-10,151,neutral
1231,468,1,6.5,Worth a watch on a lazy evening.,2024-06-03,54,neutral
1232,658,8,5.8,"Some good moments, some slow parts.",2023-07-10,15,neutral
1233,400,4,9.6,Absolutely loved it!,2025-03-07,24,positive
1234,414,40,6.0,"It was okay, nothing special.",2023-12-18,68,neutral
1235,253,22,6.7,Decent but forgettable.,2025-01-22,198,neutral
1236,69,39,2.2,"Too predictable, fell asleep halfway.",2023-03-27,148,negative
1237,752,1,9.0,Incredible performances all around.,2024-05-23,180,positive
1238,108,3,3.8,Weak plot and flat characters.,2023-05-10,87,negative
1239,973,29,9.5,Absolutely loved it!,2023-07-05,61,positive
1240,832,3,5.4,"Some good moments, some slow parts.",2024-06-04,156,neutral
1241,578,49,5.1,Worth a watch on a lazy evening.,2024-12-30,64,neutral
1242,979,14,4.5,"Too predictable, fell asleep halfway.",2023-05-21,198,negative
1243,968,6,6.3,"Some good moments, some slow parts.",2024-02-09,53,neutral
1244,790,5,3.1,"Too predictable, fell asleep halfway.",2025-02-19,186,negative
1245,466,2,6.1,Worth a watch on a lazy evening.,2024-07-01,53,neutral
1246,359,2,5.6,"Some good moments, some slow parts.",2024-01-06,158,neutral
1247,195,7,7.7,Absolutely loved it!,2023-06-02,91,positive
1248,300,29,9.8,Couldn't stop watching.,2024-05-26,49,positive
1249,263,7,9.0,A masterpiece of modern cinema.,2023-01-22,87,positive
1250,285,45,9.7,Stunning visuals and gripping story.,2023-09-18,192,positive
1251,907,31,8.7,Emotional and thought-provoking.,2024-01-29,177,positive
1252,134,41,7.6,Couldn't stop watching.,2024-12-07,28,positive
1253,195,6,8.0,Incredible performances all around.,2025-02-10,157,positive
1254,289,36,6.6,Decent but forgettable.,2025-03-10,5,neutral
1255,839,29,6.7,"Some good moments, some slow parts.",2024-11-13,132,neutral
1256,284,22,7.2,Incredible performances all around.,2023-06-15,113,positive
1257,738,31,3.7,Weak plot and flat characters.,2023-04-09,141,negative
1258,56,28,6.7,Decent but forgettable.,2023-12-10,45,neutral
1259,460,38,9.2,A masterpiece of modern cinema.,2023-10-18,65,positive
1260,924,18,9.8,Emotional and thought-provoking.,2025-04-03,150,positive
1261,40,26,7.9,Incredible performances all around.,2023-03-08,187,positive
1262,855,1,6.9,Decent but forgettable.,2023-01-16,106,neutral
1263,214,47,7.6,Emotional and thought-provoking.,2024-05-16,26,positive
1264,20,44,5.5,"Some good moments, some slow parts.",2024-03-31,186,neutral
1265,355,18,7.7,Incredible performances all around.,2023-12-12,53,positive
1266,705,17,8.4,Best film this year.,2024-06-18,107,positive
1267,533,40,4.4,Overhyped and underdelivered.,2024-10-27,191,negative
1268,963,13,9.7,A masterpiece of modern cinema.,2025-03-10,56,positive
1269,345,2,9.9,Stunning visuals and gripping story.,2024-04-01,66,positive
1270,667,26,5.0,Decent but forgettable.,2024-06-14,65,neutral
1271,504,8,8.4,Absolutely loved it!,2023-12-14,135,positive
1272,903,32,3.8,Overhyped and underdelivered.,2023-12-10,35,negative
1273,167,12,6.7,Decent but forgettable.,2025-01-10,11,neutral
1274,35,47,8.9,Incredible performances all around.,2024-11-08,71,positive
1275,137,4,9.0,Couldn't stop watching.,2024-05-05,163,positive
1276,216,36,9.8,A masterpiece of modern cinema.,2023-08-04,91,positive
1277,856,3,5.3,"Some good moments, some slow parts.",2024-11-10,186,neutral
1278,422,16,8.2,Stunning visuals and gripping story.,2024-08-02,71,positive
1279,656,49,9.6,Couldn't stop watching.,2024-01-20,187,positive
1280,638,20,6.2,Worth a watch on a lazy evening.,2024-07-09,177,neutral
1281,897,21,1.5,Weak plot and flat characters.,2024-12-27,164,negative
1282,918,20,7.9,Best film this year.,2023-09-11,178,positive
1283,166,39,6.0,Worth a watch on a lazy evening.,2023-11-19,148,neutral
1284,320,10,7.3,Emotional and thought-provoking.,2024-07-10,134,positive
1285,674,26,9.9,Stunning visuals and gripping story.,2023-08-24,62,positive
1286,834,20,8.5,Absolutely loved it!,2024-09-09,20,positive
1287,100,22,7.3,Couldn't stop watching.,2023-06-26,75,positive
1288,621,30,9.3,Emotional and thought-provoking.,2023-09-23,170,positive
1289,588,8,9.0,Emotional and thought-provoking.,2023-09-24,8,positive
1290,967,28,7.8,Stunning visuals and gripping story.,2024-02-11,90,positive
1291,98,12,2.7,Overhyped and underdelivered.,2024-10-17,166,negative
1292,737,18,4.6,"Too predictable, fell asleep halfway.",2024-01-01,57,negative
1293,357,7,7.7,Best film this year.,2024-02-28,42,positive
1294,842,37,7.9,Couldn't stop watching.,2023-11-30,108,positive
1295,867,22,9.1,Incredible performances all around.,2023-06-08,180,positive
1296,976,14,6.2,"Some good moments, some slow parts.",2024-05-13,102,neutral
1297,38,22,8.3,Emotional and thought-provoking.,2025-04-18,93,positive
1298,687,49,7.5,Couldn't stop watching.,2024-07-15,174,positive
1299,224,15,5.6,"It was okay, nothing special.",2023-11-16,97,neutral
1300,498,38,6.2,Decent but forgettable.,2024-06-05,150,neutral
1301,154,24,6.7,"It was okay, nothing special.",2025-04-06,73,neutral
1302,659,39,8.4,Incredible performances all around.,2025-02-10,86,positive
1303,655,42,6.2,Decent but forgettable.,2023-03-28,194,neutral
1304,752,6,6.4,Worth a watch on a lazy evening.,2024-04-03,176,neutral
1305,271,17,5.9,Worth a watch on a lazy evening.,2024-06-22,115,neutral
1306,205,9,7.2,Absolutely loved it!,2023-04-10,103,positive
1307,632,17,7.3,Couldn't stop watching.,2023-05-27,100,positive
1308,771,39,6.9,"It was okay, nothing special.",2024-05-31,183,neutral
1309,781,30,6.4,"Some good moments, some slow parts.",2023-08-22,184,neutral
1310,586,36,5.5,"It was okay, nothing special.",2023-12-26,192,neutral
1311,279,5,6.2,"Some good moments, some slow parts.",2025-01-05,178,neutral
1312,617,35,6.3,"It was okay, nothing special.",2023-05-06,123,neutral
1313,296,11,7.9,Incredible performances all around.,2024-03-30,79,positive
1314,30,19,10.0,A masterpiece of modern cinema.,2023-06-20,134,positive
1315,697,22,4.4,Comedy that wasn't funny at all.,2024-08-02,164,negative
1316,796,14,5.1,"It was okay, nothing special.",2023-02-20,190,neutral
1317,242,23,7.8,Absolutely loved it!,2024-07-23,145,positive
1318,120,3,8.9,Couldn't stop watching.,2023-07-03,65,positive
1319,412,3,5.2,Decent but forgettable.,2024-07-09,160,neutral
1320,368,17,6.1,Worth a watch on a lazy evening.,2023-07-02,102,neutral
1321,794,15,8.0,Couldn't stop watching.,2023-03-15,2,positive
1322,567,28,9.5,Best film this year.,2024-11-23,198,positive
1323,133,48,9.5,Stunning visuals and gripping story.,2024-09-05,4,positive
1324,996,14,9.0,A masterpiece of modern cinema.,2024-02-01,69,positive
1325,154,48,5.3,"Some good moments, some slow parts.",2024-08-05,128,neutral
1326,287,35,6.0,"It was okay, nothing special.",2024-07-04,183,neutral
1327,820,27,9.3,Couldn't stop watching.,2024-12-11,72,positive
1328,78,12,7.7,Couldn't stop watching.,2024-01-24,8,positive
1329,359,39,1.8,"Too predictable, fell asleep halfway.",2023-02-13,180,negative
1330,402,10,7.7,Incredible performances all around.,2024-02-05,69,positive
1331,730,14,7.3,A masterpiece of modern cinema.,2024-06-14,136,positive
1332,486,4,5.9,Worth a watch on a lazy evening.,2023-06-15,158,neutral
1333,520,18,8.1,Best film this year.,2024-05-30,126,positive
1334,988,3,5.1,Worth a watch on a lazy evening.,2023-09-19,105,neutral
1335,121,18,8.8,Couldn't stop watching.,2023-09-08,131,positive
1336,892,41,9.2,Absolutely loved it!,2024-03-21,108,positive
1337,516,22,9.3,Stunning visuals and gripping story.,2025-03-14,112,positive
1338,540,39,9.2,Best film this year.,2024-09-24,115,positive
1339,785,22,6.2,"It was okay, nothing special.",2023-08-21,164,neutral
1340,401,5,3.3,Weak plot and flat characters.,2023-05-09,96,negative
1341,750,2,8.6,Emotional and thought-provoking.,2025-01-27,101,positive
1342,115,41,8.3,Emotional and thought-provoking.,2025-03-23,73,positive
1343,136,48,8.2,Incredible performances all around.,2024-04-05,188,positive
1344,538,1,8.4,Stunning visuals and gripping story.,2023-03-16,140,positive
1345,444,21,8.6,Stunning visuals and gripping story.,2023-10-19,103,positive
1346,802,8,1.2,"Too predictable, fell asleep halfway.",2023-12-12,77,negative
1347,335,25,8.2,Emotional and thought-provoking.,2024-01-30,191,positive
1348,772,14,9.9,Couldn't stop watching.,2024-11-14,193,positive
1349,117,14,1.6,Overhyped and underdelivered.,2025-04-10,35,negative
1350,906,12,7.2,Best film this year.,2025-02-12,46,positive
1351,100,4,8.8,Couldn't stop watching.,2024-07-16,47,positive
1352,926,2,8.6,Couldn't stop watching.,2025-01-03,188,positive
1353,221,32,6.8,"It was okay, nothing special.",2023-06-28,59,neutral
1354,206,22,6.7,Decent but forgettable.,2025-01-27,126,neutral
1355,645,31,5.7,"It was okay, nothing special.",2023-03-24,45,neutral
1356,615,9,9.0,Incredible performances all around.,2024-09-25,39,positive
1357,910,2,7.6,Absolutely loved it!,2025-02-01,73,positive
1358,329,31,3.9,Overhyped and underdelivered.,2024-07-19,82,negative
1359,51,47,3.8,Comedy that wasn't funny at all.,2024-10-15,20,negative
1360,948,6,3.4,Comedy that wasn't funny at all.,2023-05-18,50,negative
1361,895,27,6.5,Decent but forgettable.,2024-07-13,37,neutral
1362,792,28,7.3,Couldn't stop watching.,2023-01-15,176,positive
1363,20,46,4.8,Comedy that wasn't funny at all.,2023-07-22,60,negative
1364,940,28,6.5,Decent but forgettable.,2024-12-20,103,neutral
1365,72,20,1.2,"Too predictable, fell asleep halfway.",2024-11-20,105,negative
1366,79,39,8.1,Stunning visuals and gripping story.,2023-03-31,171,positive
1367,738,21,8.5,Emotional and thought-provoking.,2023-03-18,2,positive
1368,408,45,3.4,Overhyped and underdelivered.,2023-06-04,148,negative
1369,189,11,1.3,Comedy that wasn't funny at all.,2024-05-17,190,negative
1370,517,38,6.7,Decent but forgettable.,2024-10-21,166,neutral
1371,151,3,9.4,Emotional and thought-provoking.,2024-07-26,153,positive
1372,813,34,6.8,Worth a watch on a lazy evening.,2023-06-12,58,neutral
1373,152,47,6.3,Worth a watch on a lazy evening.,2023-11-04,189,neutral
1374,451,34,7.1,Couldn't stop watching.,2025-02-18,79,positive
1375,274,8,9.8,Incredible performances all around.,2023-11-11,194,positive
1376,963,18,8.0,Stunning visuals and gripping story.,2023-10-26,35,positive
1377,274,39,1.4,"Too predictable, fell asleep halfway.",2024-05-28,84,negative
1378,563,17,8.5,Incredible performances all around.,2023-08-09,149,positive
1379,134,33,5.4,"It was okay, nothing special.",2024-09-09,16,neutral
1380,384,29,3.4,Disappointing compared to the trailer.,2023-01-11,74,negative
1381,657,16,5.9,Decent but forgettable.,2023-09-03,79,neutral
1382,922,6,9.2,Incredible performances all around.,2023-11-05,36,positive
1383,357,3,9.1,Incredible performances all around.,2023-04-19,14,positive
1384,939,25,5.8,"Some good moments, some slow parts.",2023-10-16,16,neutral
1385,969,36,9.4,A masterpiece of modern cinema.,2024-03-18,172,positive
1386,944,35,5.2,Worth a watch on a lazy evening.,2024-03-13,162,neutral
1387,547,29,6.1,Worth a watch on a lazy evening.,2023-05-09,185,neutral
1388,890,2,9.3,Stunning visuals and gripping story.,2024-01-11,181,positive
1389,560,41,9.8,Emotional and thought-provoking.,2023-11-13,16,positive
1390,49,47,9.2,Incredible performances all around.,2023-12-19,151,positive
1391,651,12,8.2,Absolutely loved it!,2023-04-29,122,positive
1392,424,36,9.5,Absolutely loved it!,2023-11-24,38,positive
1393,914,33,10.0,Best film this year.,2024-09-15,106,positive
1394,965,2,5.5,"It was okay, nothing special.",2024-01-18,11,neutral
1395,519,20,6.2,"Some good moments, some slow parts.",2024-11-04,22,neutral
1396,487,48,4.7,Weak plot and flat characters.,2025-04-06,12,negative
1397,778,19,9.5,Couldn't stop watching.,2025-04-28,112,positive
1398,573,35,2.3,Weak plot and flat characters.,2024-01-31,57,negative
1399,165,11,3.1,Not worth the subscription fee.,2023-10-30,29,negative
1400,239,15,5.6,"It was okay, nothing special.",2023-06-29,174,neutral
1401,945,5,8.4,Stunning visuals and gripping story.,2023-01-16,7,positive
1402,146,16,5.6,Decent but forgettable.,2023-07-23,84,neutral
1403,824,2,8.4,Emotional and thought-provoking.,2023-03-26,189,positive
1404,831,24,7.2,Couldn't stop watching.,2025-04-15,135,positive
1405,207,11,8.2,Absolutely loved it!,2023-09-28,24,positive
1406,390,7,8.0,Best film this year.,2023-08-14,182,positive
1407,312,38,3.9,Overhyped and underdelivered.,2024-12-23,128,negative
1408,587,10,6.6,"Some good moments, some slow parts.",2024-04-08,186,neutral
1409,294,42,7.9,Incredible performances all around.,2023-07-20,59,positive
1410,58,18,5.4,"It was okay, nothing special.",2024-11-13,170,neutral
1411,863,45,9.3,Couldn't stop watching.,2023-05-02,92,positive
1412,679,33,1.9,Disappointing compared to the trailer.,2024-03-16,32,negative
1413,617,10,9.5,Emotional and thought-provoking.,2023-02-04,187,positive
1414,768,39,2.1,Disappointing compared to the trailer.,2024-08-06,167,negative
1415,873,17,5.9,Decent but forgettable.,2023-09-01,54,neutral
1416,69,12,6.7,Decent but forgettable.,2024-12-14,135,neutral
1417,391,48,2.4,"Too predictable, fell asleep halfway.",2025-03-05,141,negative
1418,350,43,7.5,Incredible performances all around.,2023-01-10,163,positive
1419,545,2,8.6,Best film this year.,2025-02-12,126,positive
1420,977,44,6.8,Decent but forgettable.,2024-04-05,152,neutral
1421,379,5,7.6,A masterpiece of modern cinema.,2025-01-30,71,positive
1422,406,21,7.6,Best film this year.,2024-08-31,25,positive
1423,262,28,7.5,Absolutely loved it!,2025-01-17,67,positive
