perf_id,city,state,country,movie_id,month,year,views,revenue_usd,avg_engagement_score,avg_watch_time_min
389,Houston,TX,USA,1,5,2025,508,3908.84,6.25,98.5
390,Houston,TX,USA,9,11,2024,5292,35499.99,7.37,75.9
391,Houston,TX,USA,9,1,2024,5691,22819.81,7.08,90.6
392,Houston,TX,USA,9,3,2024,2113,10949.11,7.27,96.0
393,Houston,TX,USA,9,2,2024,2496,13801.73,6.93,94.6
394,Houston,TX,USA,9,12,2024,7264,78923.09,6.68,99.2
395,Houston,TX,USA,9,9,2025,4331,51799.47,6.68,95.3
396,Houston,TX,USA,9,8,2025,2388,18437.48,7.99,86.6
397,Houston,TX,USA,9,3,2025,1074,12754.59,6.47,107.8
398,Houston,TX,USA,47,6,2024,5805,39441.46,7.52,83.0
399,Houston,TX,USA,47,10,2024,2990,28304.65,8.27,101.7
400,Houston,TX,USA,47,7,2024,4255,49322.15,7.38,92.7
401,Houston,TX,USA,47,8,2025,6637,36313.61,7.77,76.1
402,Houston,TX,USA,47,7,2025,7882,33337.74,7.07,73.6
403,Houston,TX,USA,47,4,2025,2219,19063.13,7.13,113.0
404,Houston,TX,USA,47,5,2025,940,6527.0,7.8,111.0
405,Houston,TX,USA,47,2,2025,4288,26728.01,8.42,98.6
406,Houston,TX,USA,11,1,2024,6693,44727.7,6.07,72.8
407,Houston,TX,USA,11,11,2024,6911,32233.55,6.55,96.8
408,Houston,TX,USA,11,4,2024,1559,17523.05,7.23,114.2
409,Houston,TX,USA,11,8,2024,1305,11791.02,8.34,101.4
410,Houston,TX,USA,11,9,2024,6085,49383.14,7.14,97.8
411,Houston,TX,USA,11,5,2024,7217,37769.23,7.23,103.9
412,Houston,TX,USA,11,7,2025,7533,34877.66,7.56,73.6
413,Houston,TX,USA,11,6,2025,2211,13855.98,6.93,114.3
414,Houston,TX,USA,11,1,2025,2389,12548.47,7.09,76.4
415,Houston,TX,USA,11,10,2025,3580,30070.43,7.23,75.5
416,Phoenix,AZ,USA,14,3,2024,3272,38396.92,7.49,99.3
417,Phoenix,AZ,USA,14,12,2024,787,3735.45,6.89,101.4
418,Phoenix,AZ,USA,14,4,2024,3245,25546.63,6.11,104.1
419,Phoenix,AZ,USA,14,10,2024,4451,23641.35,7.97,112.2
420,Phoenix,AZ,USA,14,2,2024,906,7821.23,7.83,92.9
421,Phoenix,AZ,USA,14,1,2025,841,4848.82,8.29,92.4
422,Phoenix,AZ,USA,14,9,2025,5663,27245.39,7.53,114.6
423,Phoenix,AZ,USA,14,10,2025,1553,9088.85,8.23,66.1
424,Phoenix,AZ,USA,14,11,2025,3738,21732.12,6.07,78.8
425,Phoenix,AZ,USA,14,6,2025,3781,45082.07,8.15,85.1
426,Phoenix,AZ,USA,14,12,2025,7245,36648.45,6.0,101.2
427,Phoenix,AZ,USA,38,8,2024,6190,39226.48,6.72,105.7
428,Phoenix,AZ,USA,38,10,2024,5461,21940.11,6.94,93.9
429,Phoenix,AZ,USA,38,4,2024,892,4133.96,6.39,103.1
430,Phoenix,AZ,USA,38,10,2025,7521,30410.72,7.01,114.2
431,Phoenix,AZ,USA,38,11,2025,7803,68950.17,6.2,77.6
432,Phoenix,AZ,USA,38,9,2025,1897,16985.2,6.54,100.9
433,Phoenix,AZ,USA,38,1,2025,1804,14224.87,6.15,75.5
434,Phoenix,AZ,USA,38,5,2025,5967,26462.57,7.98,80.4
435,Phoenix,AZ,USA,38,3,2025,5231,41430.52,7.88,107.8
436,Phoenix,AZ,USA,22,6,2024,2295,11096.69,6.01,68.4
437,Phoenix,AZ,USA,22,1,2024,7688,32461.31,7.07,82.3
438,Phoenix,AZ,USA,22,2,2024,1361,6244.11,6.34,88.7
439,Phoenix,AZ,USA,22,5,2024,2509,14000.47,8.36,103.0
440,Phoenix,AZ,USA,22,9,2024,2904,15512.41,7.71,77.3
441,Phoenix,AZ,USA,22,11,2025,4861,23173.25,6.66,96.8
442,Phoenix,AZ,USA,22,4,2025,1968,20866.92,6.96,74.2
443,Phoenix,AZ,USA,22,8,2025,5148,52763.61,6.2,81.7
444,Phoenix,AZ,USA,22,6,2025,5581,44969.49,7.0,79.7
445,Phoenix,AZ,USA,22,9,2025,3820,39399.26,6.81,81.9
446,Phoenix,AZ,USA,13,4,2024,3989,21653.7,6.3,88.5
447,Phoenix,AZ,USA,13,10,2024,5473,29800.15,6.36,71.5
448,Phoenix,AZ,USA,13,9,2024,4721,21377.68,8.13,81.0
449,Phoenix,AZ,USA,13,12,2024,7423,36836.75,6.05,91.6
450,Phoenix,AZ,USA,13,1,2024,7248,40975.99,6.32,103.7
451,Phoenix,AZ,USA,13,8,2024,1466,7175.09,8.24,79.0
452,Phoenix,AZ,USA,13,6,2025,4487,30696.7,6.14,101.8
453,Phoenix,AZ,USA,13,4,2025,7406,44138.2,6.26,97.9
454,Phoenix,AZ,USA,13,1,2025,683,5151.6,6.37,100.6
455,Phoenix,AZ,USA,13,2,2025,4206,38950.46,7.63,93.5
456,Phoenix,AZ,USA,13,12,2025,5996,37141.14,7.28,111.4
457,Phoenix,AZ,USA,13,7,2025,565,6394.8,6.7,101.0
458,Phoenix,AZ,USA,1,3,2024,837,5129.18,7.51,66.9
459,Phoenix,AZ,USA,1,5,2024,4661,29605.93,8.0,104.2
460,Phoenix,AZ,USA,1,12,2024,5403,51495.4,7.17,88.7
461,Phoenix,AZ,USA,1,1,2024,2926,17536.69,6.35,76.4
462,Phoenix,AZ,USA,1,2,2025,3904,18270.41,8.06,73.7
463,Phoenix,AZ,USA,1,4,2025,4312,48091.07,6.69,101.3
464,Phoenix,AZ,USA,1,3,2025,3044,20272.5,6.03,70.1
465,Phoenix,AZ,USA,1,6,2025,5978,59615.87,7.93,88.4
466,Phoenix,AZ,USA,10,10,2024,6012,60705.13,7.91,94.4
467,Phoenix,AZ,USA,10,2,2024,7560,80331.73,6.7,69.4
468,Phoenix,AZ,USA,10,7,2024,7689,46268.06,6.77,87.6
469,Phoenix,AZ,USA,10,11,2024,6348,34868.28,8.1,88.6
470,Phoenix,AZ,USA,10,12,2025,4370,44922.84,6.05,103.9
471,Phoenix,AZ,USA,10,3,2025,3648,34351.44,6.69,109.2
472,Phoenix,AZ,USA,10,1,2025,7976,61378.95,7.68,109.9
473,Phoenix,AZ,USA,10,8,2025,2222,12312.66,7.89,85.9
474,Phoenix,AZ,USA,10,6,2025,6066,71484.09,6.28,78.9
475,Phoenix,AZ,USA,5,12,2024,2568,26555.97,6.56,114.8
476,Phoenix,AZ,USA,5,7,2024,1492,8119.55,7.84,72.6
477,Phoenix,AZ,USA,5,8,2024,5123,39122.42,8.12,113.6
478,Phoenix,AZ,USA,5,6,2025,7434,78801.17,6.2,97.7
479,Phoenix,AZ,USA,5,4,2025,2548,25091.24,7.15,101.9
480,Phoenix,AZ,USA,5,2,2025,690,6110.24,8.1,70.4
481,Phoenix,AZ,USA,5,8,2025,4336,30094.43,7.82,114.5
482,Phoenix,AZ,USA,5,5,2025,3558,26441.43,7.14,98.1
483,Phoenix,AZ,USA,5,12,2025,6688,76839.46,6.38,76.5
484,Phoenix,AZ,USA,47,12,2024,5583,44787.44,7.09,114.6
485,Phoenix,AZ,USA,47,9,2024,1761,11632.87,6.62,76.5
486,Phoenix,AZ,USA,47,3,2024,2771,14406.17,7.82,76.1
487,Phoenix,AZ,USA,47,1,2024,5775,48837.25,6.39,111.1
488,Phoenix,AZ,USA,47,12,2025,5153,46785.41,8.3,114.3
489,Phoenix,AZ,USA,47,10,2025,923,9498.98,7.53,115.0
490,Phoenix,AZ,USA,47,8,2025,7616,47615.59,7.94,82.8
491,Phoenix,AZ,USA,47,4,2025,3557,41627.12,7.55,77.2
492,Phoenix,AZ,USA,47,3,2025,2631,26031.23,6.6,67.2
493,Phoenix,AZ,USA,47,11,2025,7733,67793.27,8.15,98.7
494,Phoenix,AZ,USA,42,6,2024,6228,28617.26,6.27,103.0
495,Phoenix,AZ,USA,42,2,2024,7202,43896.67,7.26,107.7
496,Phoenix,AZ,USA,42,8,2024,3118,18702.75,6.14,111.5
497,Phoenix,AZ,USA,42,10,2024,3655,21602.98,6.32,98.5
498,Phoenix,AZ,USA,42,1,2024,4118,34775.47,8.04,108.4
499,Phoenix,AZ,USA,42,8,2025,4614,50136.47,8.1,93.5
500,Phoenix,AZ,USA,42,5,2025,2551,26512.27,7.03,105.6
501,Phoenix,AZ,USA,42,1,2025,1048,8249.07,6.82,72.3
502,Phoenix,AZ,USA,42,7,2025,4905,34566.29,7.53,84.7
503,Phoenix,AZ,USA,37,7,2024,6122,24687.64,7.5,87.1
504,Phoenix,AZ,USA,37,5,2024,537,3356.05,8.18,85.5
505,Phoenix,AZ,USA,37,4,2024,985,10581.1,7.8,103.5
506,Phoenix,AZ,USA,37,9,2024,6181,32825.03,6.9,100.0
507,Phoenix,AZ,USA,37,8,2024,3863,41148.05,7.84,104.4
508,Phoenix,AZ,USA,37,8,2025,1818,11166.82,6.01,66.3
509,Phoenix,AZ,USA,37,2,2025,6410,76193.68,8.45,96.0
510,Phoenix,AZ,USA,37,4,2025,1149,12184.38,7.81,101.9
511,Phoenix,AZ,USA,37,1,2025,7774,57983.58,6.03,76.4
512,Phoenix,AZ,USA,37,6,2025,2931,26007.43,8.49,100.2
513,London,,UK,11,6,2024,7889,45186.76,6.49,95.1
514,London,,UK,11,9,2024,5295,21260.77,8.25,114.2
515,London,,UK,11,2,2024,5524,30707.01,8.06,85.4
516,London,,UK,11,7,2024,2443,18967.88,6.46,75.7
517,London,,UK,11,8,2024,1071,9294.0,8.0,72.5
518,London,,UK,11,6,2025,7068,54925.11,7.36,111.6
519,London,,UK,11,3,2025,1981,11882.3,7.01,111.3
520,London,,UK,11,12,2025,6067,58713.07,7.24,105.6
521,London,,UK,11,8,2025,4528,23092.5,7.84,80.2
522,London,,UK,11,7,2025,1320,6234.08,8.35,106.2
523,London,,UK,11,9,2025,7334,36320.49,8.38,91.3
524,London,,UK,46,10,2024,6877,59683.75,6.78,97.6
525,London,,UK,46,9,2024,3064,35541.16,8.04,67.1
526,London,,UK,46,3,2024,6207,47909.88,6.53,104.3
527,London,,UK,46,7,2024,5766,60549.03,8.43,78.5
528,London,,UK,46,4,2024,5480,48449.37,6.14,81.8
529,London,,UK,46,2,2025,7830,31746.9,6.03,95.8
530,London,,UK,46,5,2025,4876,51266.42,8.31,73.4
531,London,,UK,46,12,2025,5178,35255.51,7.71,95.9
532,London,,UK,6,8,2024,5348,37479.91,6.32,99.6
533,London,,UK,6,2,2024,3986,27869.3,8.42,112.9
534,London,,UK,6,4,2024,7526,60753.05,7.8,97.5
535,London,,UK,6,12,2024,2140,20838.65,7.92,74.5
536,London,,UK,6,10,2024,2694,15543.72,7.24,70.4
537,London,,UK,6,11,2025,874,4163.67,7.24,93.3
538,London,,UK,6,6,2025,7030,55970.47,7.24,68.0
539,London,,UK,6,5,2025,1755,13835.93,7.33,101.6
540,London,,UK,6,8,2025,3901,44473.26,7.98,77.0
541,London,,UK,8,10,2024,870,9721.44,8.09,88.8
542,London,,UK,8,9,2024,5092,34154.41,6.35,84.3
543,London,,UK,8,6,2024,3945,43539.94,6.26,96.4
544,London,,UK,8,5,2025,5045,38420.98,7.99,112.3
545,London,,UK,8,1,2025,1587,16014.23,7.1,109.2
546,London,,UK,8,9,2025,809,6465.64,6.94,105.8
547,London,,UK,8,3,2025,4863,20762.17,7.32,114.2
548,London,,UK,17,11,2024,4448,51653.19,7.75,105.5
549,London,,UK,17,7,2024,4426,30548.43,7.74,91.6
550,London,,UK,17,1,2024,5310,29364.62,6.64,114.5
551,London,,UK,17,6,2025,818,7160.13,7.95,98.3
552,London,,UK,17,1,2025,5988,40048.23,6.54,86.4
553,London,,UK,17,11,2025,515,4074.69,8.04,78.9
554,London,,UK,2,5,2024,2236,9096.37,8.15,114.6
555,London,,UK,2,11,2024,6228,34503.69,7.48,79.9
556,London,,UK,2,3,2024,1596,11835.31,7.46,99.4
557,London,,UK,2,10,2024,2292,11069.43,6.39,81.5
558,London,,UK,2,4,2024,5202,35822.49,7.76,108.5
559,London,,UK,2,12,2025,4665,49057.74,7.31,92.2
560,London,,UK,2,8,2025,6325,51151.01,6.28,86.6
561,London,,UK,2,1,2025,5445,53671.5,8.0,105.4
562,London,,UK,38,2,2024,1637,9220.36,6.75,66.7
563,London,,UK,38,3,2024,2115,17570.72,6.76,101.4
564,London,,UK,38,6,2024,7313,67738.92,6.01,111.4
565,London,,UK,38,5,2024,2068,17710.53,6.1,79.8
566,London,,UK,38,8,2024,5741,62620.28,7.87,86.0
567,London,,UK,38,8,2025,6118,63316.71,7.18,94.0
568,London,,UK,38,11,2025,3769,37698.68,6.29,108.7
569,London,,UK,38,1,2025,6013,26277.87,8.1,94.8
570,London,,UK,38,6,2025,4438,34485.56,7.73,76.1
571,London,,UK,38,5,2025,6611,72944.72,7.26,97.9
572,London,,UK,47,9,2024,2686,11415.19,6.78,85.8
573,London,,UK,47,6,2024,3265,22751.01,6.48,100.5
574,London,,UK,47,3,2024,4581,22893.06,6.2,71.0
575,London,,UK,47,8,2024,4672,21586.72,6.32,77.4
576,London,,UK,47,10,2024,1482,8672.78,7.11,101.1
577,London,,UK,47,11,2024,2172,23070.59,6.31,103.7
578,London,,UK,47,1,2025,5415,59748.52,6.84,80.0
579,London,,UK,47,12,2025,534,5088.55,7.3,88.7
580,London,,UK,47,2,2025,5586,32080.29,6.89,77.7
581,Manchester,,UK,2,3,2024,5749,58353.93,6.98,92.9
582,Manchester,,UK,2,1,2024,1716,8906.64,7.32,75.9
583,Manchester,,UK,2,10,2024,4610,29213.54,7.35,88.8
584,Manchester,,UK,2,5,2024,7522,36337.24,6.31,90.6
585,Manchester,,UK,2,9,2024,5677,25889.69,8.3,113.6
586,Manchester,,UK,2,6,2024,3312,31873.34,8.23,80.7
587,Manchester,,UK,2,1,2025,6113,48917.89,6.05,106.3
588,Manchester,,UK,2,10,2025,6963,57848.09,8.09,92.4
589,Manchester,,UK,2,8,2025,937,10569.45,7.92,71.3
590,Manchester,,UK,2,3,2025,6740,71552.7,7.49,81.5
591,Manchester,,UK,24,10,2024,2593,24813.51,7.76,83.3
592,Manchester,,UK,24,9,2024,5913,64006.2,7.57,113.2
593,Manchester,,UK,24,4,2024,5074,37423.86,7.6,75.8
594,Manchester,,UK,24,3,2024,3035,25609.62,7.02,89.4
595,Manchester,,UK,24,2,2024,6780,67385.54,6.02,113.4
596,Manchester,,UK,24,7,2024,7120,35364.65,6.24,100.3
597,Manchester,,UK,24,6,2025,4885,46544.34,6.25,99.0
598,Manchester,,UK,24,4,2025,2857,17153.46,8.08,91.1
599,Manchester,,UK,24,10,2025,5900,44844.34,7.39,91.9
600,Manchester,,UK,24,3,2025,4902,21568.05,7.5,67.7
601,Manchester,,UK,24,2,2025,4304,17969.87,7.23,93.1
602,Manchester,,UK,30,10,2024,4812,43702.04,6.36,113.4
603,Manchester,,UK,30,3,2024,1631,19425.36,6.29,111.5
604,Manchester,,UK,30,11,2024,2104,22309.4,6.67,80.2
605,Manchester,,UK,30,12,2024,1500,14443.17,7.14,70.4
606,Manchester,,UK,30,3,2025,1241,10920.47,7.1,90.7
607,Manchester,,UK,30,12,2025,849,4138.41,7.0,114.7
608,Manchester,,UK,30,6,2025,6200,31270.8,7.24,75.9
609,Manchester,,UK,30,8,2025,603,6762.87,8.21,70.9
610,Manchester,,UK,29,10,2024,4206,48420.75,8.48,100.9
611,Manchester,,UK,29,9,2024,6865,53486.06,6.69,101.0
612,Manchester,,UK,29,8,2024,7832,60535.69,7.02,112.8
613,Manchester,,UK,29,1,2024,6046,60382.8,6.54,71.0
614,Manchester,,UK,29,4,2024,2208,21418.98,7.69,112.1
615,Manchester,,UK,29,3,2025,6634,61876.7,7.23,66.8
616,Manchester,,UK,29,12,2025,6956,47435.83,6.1,110.8
617,Manchester,,UK,29,4,2025,4005,27583.62,7.09,83.8
618,Manchester,,UK,29,5,2025,3813,31497.6,6.53,81.3
619,Manchester,,UK,13,2,2024,5668,50167.9,8.13,111.3
620,Manchester,,UK,13,1,2024,4529,27652.75,7.94,98.8
621,Manchester,,UK,13,10,2024,5573,34647.66,6.12,65.5
622,Manchester,,UK,13,8,2025,2126,15574.66,6.15,99.2
623,Manchester,,UK,13,4,2025,6641,34417.21,7.48,107.8
624,Manchester,,UK,13,3,2025,2170,18750.51,7.19,69.7
625,Manchester,,UK,13,7,2025,2707,25208.03,6.78,91.8
626,Manchester,,UK,13,9,2025,2554,27081.21,8.43,109.8
627,Manchester,,UK,26,11,2024,2865,28884.14,7.5,98.0
628,Manchester,,UK,26,7,2024,6681,32520.14,6.1,75.2
629,Manchester,,UK,26,1,2024,7768,59803.75,8.21,108.8
630,Manchester,,UK,26,10,2025,3352,21338.97,6.14,76.6
631,Manchester,,UK,26,3,2025,6764,81032.72,7.76,72.3
632,Manchester,,UK,26,9,2025,7886,40408.23,7.73,106.4
633,Manchester,,UK,26,8,2025,7893,82589.69,7.36,100.8
634,Manchester,,UK,43,3,2024,3813,36422.51,7.56,83.7
635,Manchester,,UK,43,6,2024,5293,62090.89,6.48,72.7
636,Manchester,,UK,43,8,2024,1338,11087.57,7.9,86.0
637,Manchester,,UK,43,2,2025,6112,28923.01,6.92,91.7
638,Manchester,,UK,43,8,2025,5124,33910.29,6.92,94.9
639,Manchester,,UK,43,3,2025,7468,41999.25,6.7,82.3
640,Manchester,,UK,43,9,2025,2198,18021.81,8.07,83.3
641,Manchester,,UK,43,6,2025,1400,15337.26,6.73,68.9
642,Manchester,,UK,18,1,2024,5372,53128.11,7.79,102.3
643,Manchester,,UK,18,6,2024,2803,31709.96,6.46,102.5
644,Manchester,,UK,18,11,2024,6961,41537.93,6.69,80.3
645,Manchester,,UK,18,12,2025,3101,21067.11,6.29,81.1
646,Manchester,,UK,18,3,2025,2770,27814.36,6.89,113.4
647,Manchester,,UK,18,9,2025,2351,16589.33,6.87,96.1
648,Manchester,,UK,18,10,2025,2082,18698.44,7.44,105.4
649,Manchester,,UK,18,4,2025,2636,30306.98,6.16,102.6
650,Manchester,,UK,18,8,2025,5881,54790.32,7.57,88.4
651,Manchester,,UK,8,8,2024,2675,14380.97,7.45,67.5
652,Manchester,,UK,8,12,2024,1564,12665.04,6.92,84.0
653,Manchester,,UK,8,10,2024,2092,11325.32,7.21,85.6
654,Manchester,,UK,8,1,2025,6232,71100.52,7.16,88.7
655,Manchester,,UK,8,10,2025,5034,28396.09,6.34,95.2
656,Manchester,,UK,8,2,2025,1287,15157.37,6.53,104.1
657,Manchester,,UK,8,3,2025,7030,82961.97,6.4,68.5
658,Manchester,,UK,8,7,2025,3396,37342.81,6.22,110.4
659,Manchester,,UK,8,4,2025,1694,7318.15,7.08,92.2
660,Manchester,,UK,19,7,2024,7285,73917.9,6.45,73.0
661,Manchester,,UK,19,4,2024,4921,21576.32,7.85,73.9
662,Manchester,,UK,19,8,2024,5603,29214.87,6.28,80.0
663,Manchester,,UK,19,12,2024,1134,7116.92,7.01,78.6
664,Manchester,,UK,19,10,2025,4966,25131.23,7.5,96.6
665,Manchester,,UK,19,7,2025,4164,25332.65,8.44,92.0
666,Manchester,,UK,19,9,2025,2969,23054.28,7.71,78.2
667,Manchester,,UK,19,12,2025,3570,14653.78,6.36,75.4
668,Manchester,,UK,19,3,2025,2949,34775.89,7.16,98.9
669,Manchester,,UK,19,8,2025,6607,68421.31,7.31,69.3
670,Manchester,,UK,4,5,2024,3733,33584.86,7.96,89.4
671,Manchester,,UK,4,8,2024,4709,52976.44,8.02,79.0
672,Manchester,,UK,4,4,2024,5512,38917.95,7.32,79.7
673,Manchester,,UK,4,9,2024,1765,10538.16,6.89,105.9
674,Manchester,,UK,4,10,2024,3975,38744.29,6.79,107.9
675,Manchester,,UK,4,6,2024,3517,14219.96,6.79,82.0
676,Manchester,,UK,4,4,2025,3121,35058.99,6.27,94.2
677,Manchester,,UK,4,12,2025,7602,68690.6,6.57,111.2
678,Manchester,,UK,4,9,2025,3909,45609.07,7.36,70.1
679,Manchester,,UK,4,3,2025,7166,62735.65,7.58,110.5
680,Manchester,,UK,12,1,2024,7831,33619.51,6.82,102.3
681,Manchester,,UK,12,4,2024,7554,35448.3,6.98,69.4
682,Manchester,,UK,12,5,2024,1793,18553.06,8.15,100.2
683,Manchester,,UK,12,2,2024,6778,47965.97,7.37,70.7
684,Manchester,,UK,12,11,2024,4506,51932.0,8.28,65.7
685,Manchester,,UK,12,9,2025,7405,36308.84,6.27,91.8
686,Manchester,,UK,12,2,2025,6183,56478.64,6.45,88.0
687,Manchester,,UK,12,4,2025,4959,22267.22,7.79,97.4
688,Manchester,,UK,12,3,2025,4607,27059.64,6.35,103.1
689,Manchester,,UK,12,11,2025,5433,60443.42,7.53,84.2
690,Manchester,,UK,12,1,2025,6307,54688.05,7.55,91.7
691,Manchester,,UK,38,11,2024,4794,29460.32,7.98,112.0
692,Manchester,,UK,38,1,2024,7033,72675.3,6.83,110.7
693,Manchester,,UK,38,9,2024,5630,58239.56,6.24,106.4
694,Manchester,,UK,38,6,2024,4465,47585.67,8.37,75.4
695,Manchester,,UK,38,8,2025,7627,75361.92,8.22,101.0
696,Manchester,,UK,38,11,2025,3359,26719.85,8.06,97.1
697,Manchester,,UK,38,6,2025,7705,63014.99,7.29,109.6
698,Manchester,,UK,38,2,2025,5004,30453.07,6.36,69.5
699,Manchester,,UK,38,3,2025,1007,10948.67,7.74,65.8
700,Manchester,,UK,25,2,2024,2315,11086.83,6.55,102.0
701,Manchester,,UK,25,11,2024,5673,38486.94,7.94,96.3
702,Manchester,,UK,25,1,2024,3625,22845.31,7.61,75.2
703,Manchester,,UK,25,12,2024,1915,16493.22,6.37,74.8
704,Manchester,,UK,25,6,2024,769,6149.44,7.66,80.5
705,Manchester,,UK,25,4,2024,7805,65522.11,6.48,77.2
706,Manchester,,UK,25,5,2025,4934,42016.76,6.13,78.5
707,Manchester,,UK,25,10,2025,3836,42281.37,8.4,71.9
708,Manchester,,UK,25,9,2025,7892,58857.44,7.66,103.1
709,Manchester,,UK,23,12,2024,1920,10175.16,7.84,78.6
710,Manchester,,UK,23,6,2024,4049,21440.2,6.61,105.6
711,Manchester,,UK,23,10,2024,5414,39748.29,7.1,95.3
712,Manchester,,UK,23,6,2025,761,5290.9,7.29,68.4
713,Manchester,,UK,23,12,2025,5813,25034.4,6.57,67.0
714,Manchester,,UK,23,5,2025,6585,59481.54,6.83,101.5
715,Manchester,,UK,23,2,2025,6565,71197.14,6.28,77.7
716,Manchester,,UK,23,4,2025,2594,16585.87,7.97,104.6
717,Manchester,,UK,23,9,2025,6409,38506.42,8.4,98.2
718,Toronto,ON,Canada,22,10,2024,7171,47978.5,7.27,80.7
719,Toronto,ON,Canada,22,1,2024,3931,41600.54,6.3,93.2
720,Toronto,ON,Canada,22,8,2024,7381,39697.67,6.23,95.3
721,Toronto,ON,Canada,22,4,2024,5808,50034.98,7.58,79.8
722,Toronto,ON,Canada,22,2,2025,1624,10469.53,8.4,70.6
723,Toronto,ON,Canada,22,3,2025,7608,60494.84,7.94,66.5
724,Toronto,ON,Canada,22,8,2025,4668,43833.42,7.39,74.9
725,Toronto,ON,Canada,48,8,2024,2991,35721.41,7.54,82.7
726,Toronto,ON,Canada,48,5,2024,1979,13566.23,8.39,88.7
727,Toronto,ON,Canada,48,6,2024,4194,35332.04,7.67,114.1
728,Toronto,ON,Canada,48,2,2025,4209,23741.36,8.22,87.2
729,Toronto,ON,Canada,48,11,2025,3611,26921.64,6.79,91.3
730,Toronto,ON,Canada,48,9,2025,4199,18624.54,6.42,79.4
731,Toronto,ON,Canada,48,7,2025,1032,10537.38,8.01,82.8
732,Toronto,ON,Canada,25,6,2024,6061,59229.09,7.35,87.0
733,Toronto,ON,Canada,25,2,2024,2292,26290.92,7.73,110.5
734,Toronto,ON,Canada,25,8,2024,937,6043.45,6.47,70.0
735,Toronto,ON,Canada,25,2,2025,7960,65095.14,7.5,76.0
736,Toronto,ON,Canada,25,10,2025,7348,38323.96,7.11,71.6
737,Toronto,ON,Canada,25,11,2025,1664,10558.01,6.49,101.9
738,Toronto,ON,Canada,25,9,2025,1667,7428.21,7.56,86.9
739,Toronto,ON,Canada,8,3,2024,6893,64467.38,6.85,111.7
740,Toronto,ON,Canada,8,4,2024,7065,83362.45,8.47,76.2
741,Toronto,ON,Canada,8,1,2024,1706,14285.3,6.71,114.7
742,Toronto,ON,Canada,8,12,2024,2704,16832.33,8.21,110.5
743,Toronto,ON,Canada,8,4,2025,7628,63708.69,6.7,87.4
744,Toronto,ON,Canada,8,11,2025,3430,35573.2,6.84,91.4
745,Toronto,ON,Canada,8,8,2025,872,8660.91,6.89,108.3
746,Toronto,ON,Canada,13,10,2024,5545,64345.32,6.57,100.1
747,Toronto,ON,Canada,13,11,2024,4751,49234.36,7.76,74.8
748,Toronto,ON,Canada,13,5,2024,6997,77807.24,7.83,82.5
749,Toronto,ON,Canada,13,12,2024,7930,64581.31,7.66,108.4
750,Toronto,ON,Canada,13,4,2025,4639,22560.42,7.04,112.3
751,Toronto,ON,Canada,13,3,2025,7138,51149.22,6.94,79.3
752,Toronto,ON,Canada,13,1,2025,3666,29752.99,6.14,87.9
753,Toronto,ON,Canada,13,2,2025,4114,19369.72,6.32,68.2
754,Toronto,ON,Canada,24,8,2024,1991,10633.46,8.05,78.1
755,Toronto,ON,Canada,24,11,2024,5574,52791.4,6.49,113.7
756,Toronto,ON,Canada,24,1,2024,7340,42810.03,7.87,98.2
757,Toronto,ON,Canada,24,5,2024,7007,81666.83,8.15,114.6
758,Toronto,ON,Canada,24,10,2024,7707,53525.57,6.92,84.1
759,Toronto,ON,Canada,24,2,2025,4235,49083.11,8.37,92.8
760,Toronto,ON,Canada,24,6,2025,4887,36809.65,6.85,97.8
761,Toronto,ON,Canada,24,8,2025,3909,22020.43,6.01,74.4
762,Toronto,ON,Canada,24,4,2025,3585,15112.37,8.15,74.7
763,Toronto,ON,Canada,20,7,2024,1619,7788.31,6.55,87.9
764,Toronto,ON,Canada,20,8,2024,3208,26361.33,6.11,65.8
765,Toronto,ON,Canada,20,1,2024,2500,27349.36,6.83,86.7
766,Toronto,ON,Canada,20,3,2025,1581,7639.09,8.48,70.5
767,Toronto,ON,Canada,20,10,2025,5201,38196.02,7.32,101.7
768,Toronto,ON,Canada,20,7,2025,4389,51890.07,6.21,78.9
769,Toronto,ON,Canada,20,6,2025,4755,41831.99,6.27,100.0
770,Toronto,ON,Canada,47,9,2024,7445,54620.16,6.53,101.4
771,Toronto,ON,Canada,47,7,2024,7418,60480.68,6.52,111.8
772,Toronto,ON,Canada,47,1,2024,4750,36203.72,6.68,104.9
773,Toronto,ON,Canada,47,11,2024,3611,28026.78,7.25,68.7
774,Toronto,ON,Canada,47,3,2024,747,8126.04,8.18,99.0
775,Toronto,ON,Canada,47,8,2024,2486,22929.03,8.38,102.8
776,Toronto,ON,Canada,47,8,2025,1977,15522.59,6.91,69.3
777,Toronto,ON,Canada,47,11,2025,5446,62481.29,6.93,72.5
778,Toronto,ON,Canada,47,7,2025,3134,29975.66,7.41,110.1
779,Toronto,ON,Canada,42,6,2024,6963,32966.82,6.07,110.2
780,Toronto,ON,Canada,42,9,2024,2428,18030.77,8.0,88.4
781,Toronto,ON,Canada,42,3,2024,3181,13757.5,8.37,92.1
782,Toronto,ON,Canada,42,4,2025,6108,68343.5,8.34,103.6
783,Toronto,ON,Canada,42,12,2025,2173,14718.57,6.18,91.0
784,Toronto,ON,Canada,42,8,2025,5548,40207.25,7.8,88.6
785,Toronto,ON,Canada,42,10,2025,5758,46648.79,7.29,91.1
786,Toronto,ON,Canada,42,9,2025,4930,47338.13,8.21,97.7
