activity_id,viewer_id,movie_id,watch_date,watch_year,watch_month,watch_duration_min,completion_pct,device
1967,144,26,2023-05-07,2023,5,94.4,81.4,Desktop
1968,968,44,2023-06-05,2023,6,79.0,52.7,Smart TV
1969,689,18,2025-02-17,2025,2,77.2,61.3,Mobile
1970,534,20,2024-06-20,2024,6,57.3,65.1,Tablet
1971,238,43,2024-03-24,2024,3,58.8,59.4,Mobile
1972,555,48,2024-09-16,2024,9,83.7,68.6,Mobile
1973,902,49,2025-01-07,2025,1,77.6,62.1,Laptop
1974,973,3,2024-01-26,2024,1,122.3,86.1,Laptop
1975,116,41,2024-04-22,2024,4,79.2,67.1,Smart TV
1976,898,46,2024-12-09,2024,12,52.0,59.1,Laptop
1977,231,34,2023-04-16,2023,4,49.0,41.5,Desktop
1978,983,39,2024-01-07,2024,1,69.9,76.0,Tablet
1979,857,45,2024-03-18,2024,3,74.8,66.8,Mobile
1980,886,18,2025-01-11,2025,1,102.9,81.7,Laptop
1981,656,33,2023-12-03,2023,12,76.7,66.7,Laptop
1982,366,6,2023-01-14,2023,1,49.3,42.9,Tablet
1983,249,38,2024-05-21,2024,5,65.8,53.9,Tablet
1984,682,18,2023-04-17,2023,4,123.7,98.2,Tablet
1985,575,39,2024-08-02,2024,8,55.8,60.6,Tablet
1986,44,39,2023-04-21,2023,4,66.9,72.7,Mobile
1987,590,7,2023-05-01,2023,5,121.8,93.7,Smart TV
1988,370,38,2024-11-19,2024,11,98.5,80.7,Desktop
1989,432,26,2025-01-05,2025,1,95.4,82.2,Laptop
1990,663,29,2024-04-16,2024,4,83.6,74.6,Desktop
1991,39,26,2025-04-12,2025,4,98.3,84.7,Tablet
1992,686,2,2023-08-10,2023,8,92.1,74.3,Mobile
1993,646,22,2023-04-12,2023,4,73.8,59.0,Tablet
1994,822,2,2025-01-16,2025,1,85.2,68.7,Laptop
1995,368,44,2023-12-19,2023,12,94.2,62.8,Smart TV
1996,284,29,2025-03-13,2025,3,40.1,35.8,Tablet
1997,716,41,2023-09-27,2023,9,98.2,83.2,Smart TV
1998,215,36,2025-02-28,2025,2,109.9,87.2,Laptop
1999,759,26,2025-02-10,2025,2,72.6,62.6,Smart TV
2000,865,32,2023-04-02,2023,4,86.4,61.7,Desktop
2001,552,48,2025-04-04,2025,4,104.9,86.0,Smart TV
2002,325,20,2023-04-14,2023,4,29.9,34.0,Tablet
2003,321,40,2024-05-24,2024,5,111.9,77.7,Tablet
2004,208,17,2024-12-25,2024,12,84.2,70.2,Laptop
2005,826,29,2024-01-06,2024,1,92.5,82.6,Smart TV
2006,331,2,2023-04-25,2023,4,63.7,51.4,Laptop
2007,931,33,2024-12-18,2024,12,89.5,77.8,Laptop
2008,775,36,2024-07-05,2024,7,63.5,50.4,Desktop
2009,713,5,2023-07-23,2023,7,67.3,68.7,Tablet
2010,873,17,2023-05-30,2023,5,97.2,81.0,Desktop
2011,363,26,2023-05-17,2023,5,104.7,90.3,Mobile
2012,866,48,2025-04-14,2025,4,107.1,87.8,Laptop
2013,629,37,2023-03-26,2023,3,77.5,61.0,Smart TV
2014,454,3,2023-09-09,2023,9,104.2,73.4,Laptop
2015,27,32,2023-08-18,2023,8,120.3,85.9,Smart TV
2016,252,15,2024-03-26,2024,3,88.9,78.0,Smart TV
2017,149,1,2023-10-31,2023,10,65.6,55.6,Mobile
2018,879,40,2024-05-09,2024,5,124.0,86.1,Tablet
2019,570,36,2024-08-04,2024,8,65.0,51.6,Smart TV
2020,869,34,2024-08-17,2024,8,77.4,65.6,Desktop
2021,910,25,2025-02-03,2025,2,82.5,56.9,Laptop
2022,823,17,2024-03-17,2024,3,76.7,63.9,Smart TV
2023,328,35,2024-01-01,2024,1,61.8,67.9,Laptop
2024,881,45,2023-09-10,2023,9,94.4,84.3,Desktop
2025,132,7,2025-03-14,2025,3,124.5,95.8,Tablet
2026,549,21,2023-04-18,2023,4,98.4,84.8,Desktop
2027,234,47,2023-12-23,2023,12,95.7,81.1,Desktop
2028,841,15,2024-04-21,2024,4,65.4,57.4,Mobile
2029,472,40,2024-03-24,2024,3,102.0,70.8,Tablet
2030,67,11,2023-01-23,2023,1,97.7,74.0,Desktop
2031,666,4,2023-12-22,2023,12,76.8,69.8,Smart TV
2032,66,44,2023-12-29,2023,12,57.6,38.4,Laptop
2033,584,17,2025-01-15,2025,1,38.4,32.0,Desktop
2034,503,28,2024-12-22,2024,12,112.0,83.0,Smart TV
2035,406,14,2024-11-08,2024,11,101.4,68.5,Desktop
2036,714,44,2023-11-08,2023,11,92.2,61.5,Desktop
2037,818,33,2024-02-21,2024,2,54.5,47.4,Desktop
2038,698,38,2023-11-19,2023,11,106.4,87.2,Desktop
2039,55,46,2025-02-11,2025,2,32.5,36.9,Mobile
2040,629,5,2024-06-26,2024,6,39.6,40.4,Smart TV
2041,255,39,2025-03-03,2025,3,38.5,41.8,Smart TV
2042,31,42,2024-05-21,2024,5,89.8,81.6,Laptop
2043,92,7,2024-02-18,2024,2,97.0,74.6,Tablet
2044,825,27,2024-01-26,2024,1,32.7,38.5,Laptop
2045,188,7,2023-11-15,2023,11,81.9,63.0,Tablet
2046,901,17,2024-05-26,2024,5,50.0,41.7,Laptop
2047,412,13,2023-08-21,2023,8,59.3,65.9,Mobile
2048,348,29,2025-02-08,2025,2,47.2,42.1,Laptop
2049,21,39,2023-03-04,2023,3,28.0,30.4,Laptop
2050,98,11,2023-01-02,2023,1,123.3,93.4,Desktop
2051,13,1,2023-12-01,2023,12,76.3,64.7,Mobile
2052,820,37,2024-07-30,2024,7,81.4,64.1,Mobile
2053,979,12,2023-07-13,2023,7,93.0,77.5,Tablet
2054,187,35,2023-08-12,2023,8,31.6,34.7,Smart TV
2055,615,24,2024-08-10,2024,8,50.3,50.3,Tablet
2056,724,12,2024-06-03,2024,6,57.4,47.8,Tablet
2057,32,40,2023-02-09,2023,2,131.3,91.2,Mobile
2058,827,20,2023-10-26,2023,10,59.3,67.4,Desktop
2059,531,11,2023-04-13,2023,4,93.6,70.9,Desktop
2060,159,40,2023-12-12,2023,12,131.6,91.4,Desktop
2061,852,25,2025-03-13,2025,3,99.0,68.3,Mobile
2062,685,36,2023-03-09,2023,3,78.0,61.9,Laptop
2063,145,16,2025-04-17,2025,4,69.1,70.5,Tablet
2064,43,23,2023-03-02,2023,3,100.8,90.0,Tablet
2065,831,43,2024-12-25,2024,12,81.8,82.6,Desktop
2066,102,34,2023-04-04,2023,4,92.9,78.7,Laptop
2067,934,34,2024-07-30,2024,7,88.1,74.7,Desktop
2068,535,26,2025-02-14,2025,2,85.0,73.3,Smart TV
2069,290,21,2023-05-19,2023,5,79.2,68.3,Smart TV
2070,300,41,2024-03-12,2024,3,77.6,65.8,Tablet
2071,85,32,2023-01-25,2023,1,98.7,70.5,Laptop
2072,575,31,2024-09-16,2024,9,62.4,65.0,Tablet
2073,806,19,2025-02-28,2025,2,93.9,79.6,Mobile
2074,541,3,2023-07-12,2023,7,130.6,92.0,Laptop
2075,914,38,2025-02-04,2025,2,108.7,89.1,Desktop
2076,178,42,2023-11-18,2023,11,90.2,82.0,Desktop
2077,29,4,2023-11-07,2023,11,71.2,64.7,Laptop
2078,988,35,2023-02-23,2023,2,61.4,67.5,Tablet
2079,757,33,2024-06-20,2024,6,99.5,86.5,Desktop
2080,380,44,2024-12-16,2024,12,52.8,35.2,Smart TV
2081,102,30,2023-07-10,2023,7,101.0,88.6,Laptop
2082,75,46,2023-07-28,2023,7,55.3,62.8,Desktop
2083,16,3,2024-01-26,2024,1,74.8,52.7,Mobile
2084,947,19,2023-01-05,2023,1,105.4,89.3,Laptop
2085,182,25,2025-04-26,2025,4,79.0,54.5,Tablet
2086,46,10,2023-05-26,2023,5,77.3,75.8,Desktop
2087,685,17,2024-03-08,2024,3,95.4,79.5,Laptop
2088,210,42,2025-01-24,2025,1,98.8,89.8,Tablet
2089,707,1,2024-03-01,2024,3,100.8,85.4,Tablet
2090,285,13,2025-04-16,2025,4,42.1,46.8,Mobile
2091,642,45,2024-02-09,2024,2,38.9,34.7,Tablet
2092,132,43,2024-12-07,2024,12,53.6,54.1,Mobile
2093,119,11,2025-03-21,2025,3,92.9,70.4,Smart TV
2094,550,21,2023-06-21,2023,6,106.5,91.8,Laptop
2095,979,44,2025-01-02,2025,1,136.3,90.9,Tablet
2096,292,35,2023-10-21,2023,10,57.1,62.8,Mobile
2097,780,8,2024-02-09,2024,2,73.6,78.3,Mobile
2098,569,32,2023-07-25,2023,7,64.0,45.7,Mobile
2099,481,31,2023-04-22,2023,4,42.3,44.1,Mobile
2100,854,25,2023-07-08,2023,7,59.3,40.9,Mobile
2101,248,28,2024-09-22,2024,9,86.3,63.9,Smart TV
2102,453,39,2025-02-26,2025,2,75.8,82.4,Smart TV
2103,787,14,2025-01-12,2025,1,89.8,60.7,Desktop
2104,15,10,2023-12-16,2023,12,88.7,87.0,Laptop
2105,944,12,2023-12-25,2023,12,82.8,69.0,Mobile
2106,401,25,2023-06-06,2023,6,133.4,92.0,Desktop
2107,66,15,2023-07-08,2023,7,87.9,77.1,Laptop
2108,674,47,2024-03-25,2024,3,37.2,31.5,Tablet
2109,72,16,2024-09-08,2024,9,71.0,72.4,Desktop
2110,165,10,2024-07-14,2024,7,95.3,93.4,Mobile
2111,115,44,2023-03-08,2023,3,99.3,66.2,Desktop
2112,18,40,2025-01-07,2025,1,71.6,49.7,Laptop
2113,380,3,2023-05-27,2023,5,126.5,89.1,Smart TV
2114,7,25,2023-01-04,2023,1,107.4,74.1,Tablet
2115,788,37,2023-05-03,2023,5,110.4,86.9,Mobile
2116,578,35,2023-03-17,2023,3,67.7,74.4,Tablet
2117,960,37,2024-10-22,2024,10,82.3,64.8,Desktop
2118,397,29,2025-02-05,2025,2,61.8,55.2,Tablet
2119,628,17,2023-12-20,2023,12,114.1,95.1,Tablet
2120,491,10,2024-04-10,2024,4,74.3,72.8,Laptop
2121,230,10,2023-10-21,2023,10,79.2,77.6,Smart TV
2122,987,25,2023-09-21,2023,9,127.7,88.1,Laptop
2123,758,2,2024-03-18,2024,3,105.0,84.7,Smart TV
2124,44,30,2024-02-25,2024,2,92.1,80.8,Desktop
2125,873,15,2024-02-16,2024,2,51.9,45.5,Laptop
2126,214,26,2024-03-07,2024,3,102.3,88.2,Tablet
2127,752,29,2024-03-30,2024,3,103.5,92.4,Tablet
2128,373,22,2023-11-30,2023,11,98.5,78.8,Smart TV
2129,741,34,2023-07-30,2023,7,65.8,55.8,Smart TV
2130,583,13,2025-01-16,2025,1,58.3,64.8,Tablet
2131,562,49,2025-03-22,2025,3,82.6,66.1,Laptop
2132,219,26,2023-05-25,2023,5,80.5,69.4,Desktop
2133,668,29,2023-11-04,2023,11,100.0,89.3,Desktop
2134,423,4,2023-07-24,2023,7,59.0,53.6,Desktop
2135,912,11,2024-11-06,2024,11,85.4,64.7,Desktop
2136,443,12,2024-03-29,2024,3,37.3,31.1,Smart TV
2137,396,37,2024-11-14,2024,11,63.4,49.9,Desktop
2138,788,10,2024-10-18,2024,10,67.0,65.7,Smart TV
2139,155,27,2023-11-21,2023,11,65.6,77.2,Smart TV
2140,781,32,2023-11-20,2023,11,106.8,76.3,Desktop
2141,544,48,2024-10-05,2024,10,107.1,87.8,Mobile
2142,806,5,2023-03-29,2023,3,79.6,81.2,Mobile
2143,340,6,2023-11-17,2023,11,104.5,90.9,Laptop
2144,208,48,2023-06-04,2023,6,113.3,92.9,Laptop
2145,861,5,2024-01-07,2024,1,49.5,50.5,Tablet
2146,487,22,2024-12-21,2024,12,62.8,50.2,Laptop
2147,104,36,2023-06-13,2023,6,112.3,89.1,Smart TV
2148,168,27,2023-05-02,2023,5,55.0,64.7,Smart TV
2149,576,36,2024-10-05,2024,10,87.4,69.4,Laptop
2150,707,16,2023-04-27,2023,4,77.2,78.8,Smart TV
2151,932,29,2023-04-10,2023,4,92.6,82.7,Smart TV
2152,902,25,2024-04-29,2024,4,93.4,64.4,Smart TV
2153,786,2,2024-08-23,2024,8,99.0,79.8,Laptop
2154,954,29,2024-08-21,2024,8,83.4,74.5,Tablet
2155,916,2,2024-05-18,2024,5,114.1,92.0,Desktop
2156,353,22,2023-03-29,2023,3,110.4,88.3,Mobile
2157,182,9,2024-10-01,2024,10,76.2,59.5,Tablet
2158,939,10,2023-04-24,2023,4,99.0,97.1,Smart TV
2159,985,41,2023-11-25,2023,11,69.6,59.0,Mobile
2160,364,39,2025-03-29,2025,3,59.7,64.9,Desktop
2161,428,11,2024-01-09,2024,1,114.3,86.6,Smart TV
2162,526,18,2024-06-16,2024,6,112.5,89.3,Mobile
2163,502,21,2023-06-20,2023,6,42.2,36.4,Smart TV
2164,718,20,2023-09-27,2023,9,49.8,56.6,Mobile
2165,280,48,2025-02-16,2025,2,95.6,78.4,Mobile
2166,341,36,2023-02-02,2023,2,58.1,46.1,Desktop
2167,11,48,2024-08-10,2024,8,36.6,30.0,Tablet
2168,205,31,2024-01-25,2024,1,62.3,64.9,Laptop
2169,714,25,2023-12-10,2023,12,92.4,63.7,Desktop
2170,875,28,2024-02-21,2024,2,108.8,80.6,Smart TV
2171,966,23,2025-01-06,2025,1,63.7,56.9,Smart TV
2172,501,19,2023-10-01,2023,10,48.1,40.8,Tablet
2173,941,43,2023-03-28,2023,3,83.9,84.7,Laptop
2174,883,33,2023-04-27,2023,4,35.5,30.9,Smart TV
2175,826,49,2023-04-20,2023,4,69.4,55.5,Smart TV
2176,383,5,2023-06-07,2023,6,44.9,45.8,Mobile
2177,885,5,2023-01-10,2023,1,68.5,69.9,Laptop
2178,892,40,2023-03-14,2023,3,69.8,48.5,Tablet
2179,647,22,2025-03-15,2025,3,98.5,78.8,Desktop
2180,125,4,2024-12-22,2024,12,51.6,46.9,Mobile
2181,191,6,2025-01-05,2025,1,106.3,92.4,Mobile
2182,444,44,2023-08-27,2023,8,79.7,53.1,Mobile
2183,397,21,2024-10-02,2024,10,84.1,72.5,Tablet
2184,838,13,2024-12-26,2024,12,57.8,64.2,Smart TV
2185,481,19,2025-01-19,2025,1,93.6,79.3,Mobile
2186,454,12,2024-06-03,2024,6,30.8,25.7,Smart TV
2187,998,13,2023-09-27,2023,9,55.4,61.6,Smart TV
2188,717,8,2024-12-20,2024,12,39.9,42.4,Laptop
2189,775,15,2023-06-16,2023,6,74.4,65.3,Desktop
2190,304,39,2024-02-27,2024,2,44.9,48.8,Tablet
2191,257,23,2025-01-23,2025,1,62.0,55.4,Mobile
2192,671,44,2023-09-15,2023,9,87.5,58.3,Smart TV
2193,67,4,2023-03-06,2023,3,77.8,70.7,Mobile
2194,635,49,2025-04-17,2025,4,84.1,67.3,Tablet
2195,13,48,2024-11-21,2024,11,50.5,41.4,Desktop
2196,790,24,2024-12-15,2024,12,79.5,79.5,Mobile
2197,583,17,2025-01-14,2025,1,103.3,86.1,Tablet
2198,367,48,2025-04-10,2025,4,85.4,70.0,Tablet
2199,308,49,2024-05-15,2024,5,75.5,60.4,Smart TV
2200,234,38,2023-06-24,2023,6,42.6,34.9,Laptop
2201,420,30,2024-04-17,2024,4,69.7,61.1,Tablet
2202,475,30,2024-04-08,2024,4,54.9,48.2,Tablet
2203,430,2,2023-05-23,2023,5,104.2,84.0,Tablet
2204,892,41,2023-06-02,2023,6,77.4,65.6,Mobile
2205,445,43,2023-06-26,2023,6,47.5,48.0,Smart TV
2206,223,7,2023-01-17,2023,1,84.6,65.1,Smart TV
2207,278,22,2023-07-22,2023,7,38.2,30.6,Tablet
2208,163,20,2025-04-29,2025,4,54.5,61.9,Smart TV
2209,195,32,2024-09-13,2024,9,113.8,81.3,Tablet
2210,446,11,2024-05-14,2024,5,123.9,93.9,Mobile
2211,362,7,2023-03-10,2023,3,120.2,92.5,Tablet
2212,623,19,2023-05-25,2023,5,64.9,55.0,Tablet
2213,823,14,2024-03-02,2024,3,104.3,70.5,Laptop
2214,647,11,2023-12-13,2023,12,102.0,77.3,Desktop
2215,440,40,2023-05-05,2023,5,109.2,75.8,Desktop
2216,289,22,2025-01-12,2025,1,80.1,64.1,Smart TV
2217,379,37,2024-04-29,2024,4,48.4,38.1,Tablet
2218,379,27,2023-09-10,2023,9,43.4,51.1,Smart TV
2219,932,21,2024-10-11,2024,10,104.3,89.9,Tablet
2220,806,18,2024-07-22,2024,7,78.2,62.1,Laptop
2221,716,13,2023-05-11,2023,5,64.9,72.1,Desktop
2222,995,15,2024-12-26,2024,12,86.1,75.5,Smart TV
2223,833,16,2024-05-15,2024,5,72.6,74.1,Mobile
2224,321,33,2023-04-08,2023,4,74.4,64.7,Smart TV
2225,639,21,2023-03-25,2023,3,84.1,72.5,Tablet
2226,618,47,2023-09-30,2023,9,45.7,38.7,Tablet
2227,797,13,2025-03-21,2025,3,61.8,68.7,Laptop
2228,869,4,2024-04-30,2024,4,61.4,55.8,Mobile
2229,336,23,2025-04-24,2025,4,86.0,76.8,Desktop
2230,150,18,2023-11-24,2023,11,88.5,70.2,Laptop
2231,620,35,2023-07-24,2023,7,59.9,65.8,Desktop
2232,620,8,2023-10-30,2023,10,65.6,69.8,Smart TV
2233,537,33,2023-10-17,2023,10,64.3,55.9,Tablet
2234,434,45,2025-04-18,2025,4,97.1,86.7,Laptop
2235,268,14,2023-05-28,2023,5,87.6,59.2,Mobile
2236,668,42,2025-02-19,2025,2,73.5,66.8,Laptop
2237,477,10,2024-04-02,2024,4,78.5,77.0,Desktop
2238,161,39,2024-03-30,2024,3,32.9,35.8,Laptop
2239,467,18,2023-07-22,2023,7,101.6,80.6,Tablet
2240,292,11,2024-08-23,2024,8,60.6,45.9,Mobile
2241,127,4,2023-12-01,2023,12,81.0,73.6,Laptop
2242,146,21,2025-01-07,2025,1,74.5,64.2,Mobile
2243,644,28,2024-10-23,2024,10,82.3,61.0,Smart TV
2244,335,40,2025-02-17,2025,2,48.1,33.4,Laptop
2245,332,37,2025-02-13,2025,2,94.5,74.4,Desktop
2246,58,47,2025-01-04,2025,1,95.5,80.9,Tablet
2247,66,5,2023-05-24,2023,5,59.5,60.7,Smart TV
2248,95,49,2024-01-04,2024,1,117.8,94.2,Laptop
2249,84,27,2023-12-18,2023,12,50.5,59.4,Desktop
2250,64,34,2024-03-02,2024,3,91.8,77.8,Tablet
2251,712,10,2024-07-15,2024,7,87.1,85.4,Smart TV
2252,460,11,2023-04-29,2023,4,109.6,83.0,Laptop
2253,233,16,2023-02-27,2023,2,76.3,77.9,Desktop
2254,25,4,2024-10-20,2024,10,94.9,86.3,Smart TV
2255,491,3,2023-02-13,2023,2,76.3,53.7,Smart TV
2256,973,10,2023-05-21,2023,5,72.4,71.0,Laptop
2257,397,49,2024-10-11,2024,10,98.8,79.0,Mobile
2258,523,49,2023-10-24,2023,10,88.2,70.6,Tablet
2259,564,5,2023-02-11,2023,2,26.5,27.0,Smart TV
2260,597,32,2023-01-08,2023,1,87.6,62.6,Mobile
2261,596,24,2024-06-05,2024,6,89.0,89.0,Smart TV
2262,407,14,2023-06-05,2023,6,107.7,72.8,Desktop
2263,289,18,2024-07-23,2024,7,80.8,64.1,Tablet
2264,164,13,2025-02-11,2025,2,46.4,51.6,Laptop
2265,920,17,2024-02-07,2024,2,53.9,44.9,Laptop
2266,463,2,2024-04-01,2024,4,94.2,76.0,Desktop
2267,789,26,2023-07-29,2023,7,59.2,51.0,Mobile
2268,397,7,2025-01-30,2025,1,118.3,91.0,Smart TV
2269,205,49,2024-08-06,2024,8,102.4,81.9,Laptop
2270,853,45,2024-11-21,2024,11,59.8,53.4,Desktop
2271,838,20,2024-01-05,2024,1,58.0,65.9,Smart TV
2272,581,17,2023-08-11,2023,8,85.9,71.6,Laptop
2273,13,14,2025-04-29,2025,4,75.0,50.7,Laptop
2274,212,32,2025-01-07,2025,1,91.0,65.0,Laptop
2275,469,26,2024-09-08,2024,9,95.8,82.6,Tablet
2276,492,36,2024-09-03,2024,9,73.7,58.5,Smart TV
2277,80,40,2023-04-20,2023,4,127.0,88.2,Mobile
2278,635,4,2023-01-12,2023,1,101.2,92.0,Mobile
2279,311,29,2024-01-26,2024,1,91.4,81.6,Smart TV
2280,100,4,2024-01-12,2024,1,58.9,53.5,Smart TV
2281,995,28,2025-01-29,2025,1,118.5,87.8,Mobile
2282,287,27,2024-10-31,2024,10,60.8,71.5,Mobile
2283,310,10,2023-09-27,2023,9,70.1,68.7,Smart TV
2284,124,41,2025-02-01,2025,2,109.0,92.4,Mobile
2285,902,31,2023-06-28,2023,6,27.5,28.6,Mobile
2286,743,16,2024-04-11,2024,4,85.8,87.5,Desktop
2287,712,36,2023-10-07,2023,10,72.5,57.5,Desktop
2288,492,5,2025-01-18,2025,1,43.5,44.4,Tablet
2289,695,25,2023-01-31,2023,1,49.2,33.9,Tablet
2290,851,30,2024-02-27,2024,2,57.2,50.2,Mobile
2291,591,3,2024-11-03,2024,11,54.1,38.1,Laptop
2292,727,19,2025-01-06,2025,1,82.5,69.9,Laptop
2293,25,43,2023-10-06,2023,10,92.5,93.4,Smart TV
2294,241,45,2024-04-03,2024,4,95.1,84.9,Mobile
2295,895,37,2024-03-21,2024,3,93.9,73.9,Tablet
2296,811,15,2025-01-02,2025,1,98.6,86.5,Mobile
2297,294,24,2023-04-01,2023,4,75.8,75.8,Tablet
2298,841,31,2024-07-11,2024,7,47.2,49.2,Laptop
2299,744,36,2024-07-07,2024,7,59.9,47.5,Laptop
2300,417,12,2024-08-17,2024,8,78.8,65.7,Tablet
2301,356,19,2023-06-01,2023,6,100.4,85.1,Tablet
2302,692,35,2024-02-22,2024,2,51.5,56.6,Desktop
2303,260,9,2023-12-07,2023,12,115.8,90.5,Tablet
2304,462,49,2024-07-06,2024,7,108.9,87.1,Smart TV
2305,912,3,2023-12-18,2023,12,101.2,71.3,Smart TV
2306,614,22,2024-07-07,2024,7,96.8,77.4,Smart TV
2307,872,37,2023-05-23,2023,5,120.4,94.8,Smart TV
2308,845,45,2024-02-10,2024,2,45.5,40.6,Tablet
2309,902,8,2024-05-28,2024,5,57.0,60.6,Desktop
2310,5,17,2024-07-17,2024,7,94.6,78.8,Smart TV
2311,758,15,2024-12-01,2024,12,92.1,80.8,Laptop
2312,501,8,2023-11-30,2023,11,68.5,72.9,Desktop
2313,960,26,2024-06-19,2024,6,90.9,78.4,Tablet
2314,225,37,2023-12-26,2023,12,104.6,82.4,Mobile
2315,232,41,2024-10-21,2024,10,80.9,68.6,Smart TV
2316,734,1,2025-03-23,2025,3,110.8,93.9,Mobile
2317,508,10,2023-03-15,2023,3,81.7,80.1,Laptop
2318,248,49,2024-02-20,2024,2,74.6,59.7,Smart TV
2319,555,41,2023-04-09,2023,4,109.0,92.4,Smart TV
2320,25,2,2023-02-01,2023,2,73.4,59.2,Smart TV
2321,191,44,2023-03-15,2023,3,58.0,38.7,Tablet
2322,974,8,2024-03-08,2024,3,62.5,66.5,Mobile
2323,715,39,2023-11-04,2023,11,49.4,53.7,Laptop
2324,439,40,2024-08-26,2024,8,129.9,90.2,Desktop
2325,608,3,2024-11-26,2024,11,100.1,70.5,Mobile
2326,512,21,2023-12-26,2023,12,37.9,32.7,Tablet
2327,882,25,2025-02-09,2025,2,105.7,72.9,Mobile
2328,433,45,2024-08-24,2024,8,86.0,76.8,Laptop
2329,972,44,2024-05-17,2024,5,146.2,97.5,Tablet
2330,40,32,2025-02-16,2025,2,125.2,89.4,Tablet
2331,259,35,2023-04-05,2023,4,63.1,69.3,Mobile
2332,466,25,2025-02-06,2025,2,89.8,61.9,Desktop
2333,481,3,2023-11-27,2023,11,85.3,60.1,Tablet
2334,222,40,2024-02-25,2024,2,60.8,42.2,Smart TV
2335,608,44,2025-03-10,2025,3,48.1,32.1,Desktop
2336,456,5,2024-05-29,2024,5,47.2,48.2,Desktop
2337,398,35,2024-10-31,2024,10,42.6,46.8,Mobile
2338,715,34,2024-05-17,2024,5,59.1,50.1,Tablet
2339,301,11,2023-02-10,2023,2,77.7,58.9,Laptop
2340,437,8,2024-12-04,2024,12,70.7,75.2,Smart TV
2341,494,32,2023-09-13,2023,9,35.6,25.4,Smart TV
2342,792,25,2023-02-14,2023,2,86.4,59.6,Smart TV
2343,349,44,2024-08-20,2024,8,129.6,86.4,Smart TV
2344,731,29,2025-04-07,2025,4,90.0,80.4,Mobile
2345,104,11,2023-05-23,2023,5,61.0,46.2,Desktop
2346,577,2,2024-03-24,2024,3,87.8,70.8,Tablet
2347,22,46,2024-06-21,2024,6,47.0,53.4,Desktop
2348,109,27,2024-04-30,2024,4,48.3,56.8,Tablet
2349,69,5,2023-03-31,2023,3,82.2,83.9,Laptop
2350,487,26,2024-06-03,2024,6,104.6,90.2,Smart TV
2351,124,2,2023-06-15,2023,6,51.1,41.2,Smart TV
2352,681,13,2024-04-01,2024,4,55.5,61.7,Desktop
2353,270,31,2023-03-10,2023,3,90.3,94.1,Smart TV
2354,597,27,2023-04-29,2023,4,38.7,45.5,Smart TV
2355,308,9,2025-02-03,2025,2,102.9,80.4,Mobile
2356,381,4,2024-06-06,2024,6,92.4,84.0,Mobile
2357,538,43,2023-09-30,2023,9,74.4,75.2,Mobile
2358,311,9,2023-11-24,2023,11,115.5,90.2,Tablet
2359,821,14,2023-07-13,2023,7,116.6,78.8,Tablet
2360,491,14,2023-04-12,2023,4,73.9,49.9,Desktop
2361,649,41,2024-07-08,2024,7,102.7,87.0,Mobile
2362,150,43,2023-05-11,2023,5,86.0,86.9,Smart TV
2363,882,49,2023-03-11,2023,3,87.2,69.8,Mobile
2364,580,11,2023-09-10,2023,9,101.8,77.1,Tablet
2365,860,41,2024-01-06,2024,1,107.7,91.3,Laptop
2366,417,4,2025-02-09,2025,2,74.1,67.4,Laptop
2367,800,26,2023-01-29,2023,1,59.9,51.6,Laptop
2368,401,29,2024-09-12,2024,9,96.3,86.0,Smart TV
2369,767,9,2024-05-05,2024,5,97.9,76.5,Desktop
2370,911,27,2024-10-23,2024,10,55.6,65.4,Smart TV
2371,614,34,2023-10-22,2023,10,83.5,70.8,Mobile
2372,444,39,2023-02-01,2023,2,57.4,62.4,Smart TV
2373,792,42,2023-02-10,2023,2,70.2,63.8,Tablet
2374,288,30,2024-10-27,2024,10,96.7,84.8,Laptop
2375,311,35,2024-09-11,2024,9,45.6,50.1,Tablet
2376,524,32,2024-01-31,2024,1,115.9,82.8,Desktop
2377,712,36,2024-11-29,2024,11,95.9,76.1,Desktop
2378,141,31,2023-12-12,2023,12,40.1,41.8,Tablet
2379,999,22,2024-06-29,2024,6,89.8,71.8,Mobile
2380,258,41,2023-10-02,2023,10,107.5,91.1,Laptop
2381,609,33,2023-08-22,2023,8,69.3,60.3,Laptop
2382,929,16,2024-08-02,2024,8,50.5,51.5,Laptop
2383,197,22,2024-06-14,2024,6,99.1,79.3,Laptop
2384,271,39,2024-03-10,2024,3,39.0,42.4,Desktop
2385,912,9,2025-04-01,2025,4,106.6,83.3,Laptop
2386,195,44,2024-12-03,2024,12,95.1,63.4,Desktop
2387,567,21,2023-07-29,2023,7,97.9,84.4,Desktop
2388,533,12,2023-05-01,2023,5,97.7,81.4,Laptop
2389,654,16,2023-07-30,2023,7,74.3,75.8,Laptop
2390,188,42,2025-04-09,2025,4,77.9,70.8,Smart TV
2391,402,31,2025-01-04,2025,1,55.2,57.5,Desktop
2392,471,35,2023-12-16,2023,12,58.4,64.2,Laptop
2393,128,25,2025-04-12,2025,4,106.6,73.5,Tablet
2394,4,5,2023-07-13,2023,7,46.0,46.9,Tablet
2395,466,36,2024-08-20,2024,8,107.6,85.4,Desktop
2396,582,27,2023-07-23,2023,7,75.1,88.4,Tablet
2397,610,7,2024-05-02,2024,5,88.0,67.7,Laptop
2398,123,9,2023-07-05,2023,7,58.0,45.3,Mobile
2399,43,5,2023-10-12,2023,10,60.1,61.3,Smart TV
