spend_id,movie_id,channel,month,year,spend_usd,impressions,clicks,conversions,roi
402,24,Cinema,3,2024,167663.5,19141124,323727,61101,2.97
403,24,TV Ads,1,2024,112181.55,21920015,1350257,267970,2.6
404,24,TV Ads,2,2024,197560.22,25183394,1885401,108906,2.15
405,24,TV Ads,8,2024,267352.6,31107475,492543,80982,2.78
406,24,TV Ads,10,2024,123887.72,13660995,273634,42843,1.75
407,25,TV Ads,4,2023,1622948.46,241430497,15725733,2227990,1.83
408,25,TV Ads,5,2023,1986200.01,367040684,15007731,1970158,2.55
409,25,TV Ads,10,2023,1566984.87,303701760,24278694,3433977,3.91
410,25,TV Ads,8,2023,1428071.0,230510846,5117099,708011,3.25
411,25,Digital Display,8,2023,2194456.24,438534962,30274085,5137081,3.86
412,25,Digital Display,7,2023,712498.75,102422390,2715052,335715,3.61
413,25,Social Media,3,2023,1087366.77,97937279,3695713,368777,3.19
414,25,Social Media,7,2023,403397.27,52191747,1754999,150170,3.96
415,25,Social Media,5,2023,1976370.22,365842209,23032948,1196866,3.21
416,25,Cinema,7,2023,316715.72,42967971,1788884,151537,3.91
417,25,Cinema,2,2023,1169785.55,98370295,1887247,374261,2.81
418,25,Cinema,11,2023,852794.29,110168025,3281614,238733,3.22
419,25,Cinema,5,2023,943777.17,148173474,4182947,482331,1.92
420,25,Email,10,2023,1706760.18,201918038,5263307,322345,2.87
421,25,Email,4,2023,765375.53,101921762,4168824,577374,2.0
422,25,Email,9,2023,1205490.54,113732746,4782306,420329,3.67
423,25,Email,11,2023,323214.19,33318192,748272,128823,2.43
424,25,Influencer,7,2023,1681162.97,288963007,5416326,582940,1.71
425,25,Influencer,8,2023,1906685.5,253224546,4157506,290690,2.65
426,25,Influencer,4,2023,936952.43,79085781,4222762,791250,3.21
427,25,Influencer,2,2023,1046514.8,192996197,1997807,276658,2.16
428,26,Social Media,11,2025,1435593.59,147398532,8026916,774496,2.0
429,26,Social Media,6,2025,371480.68,45855738,2328438,150159,2.53
430,26,Social Media,4,2025,1389648.82,190701373,15060721,2028549,1.91
431,26,Cinema,7,2025,923894.22,182410374,10170618,1029704,3.6
432,26,Cinema,11,2025,1592491.87,243368998,19198347,1131248,3.74
433,26,TV Ads,7,2025,636184.08,56577325,3778475,549670,3.89
434,26,TV Ads,11,2025,1190688.87,110095894,1622993,246846,3.41
435,26,TV Ads,9,2025,1505965.15,179705376,8574543,1456371,2.34
436,26,TV Ads,3,2025,514747.5,94407148,1719140,127239,3.29
437,26,Influencer,3,2025,1149883.93,127777786,4056477,706786,1.8
438,26,Influencer,9,2025,1266010.88,241245526,7180907,626541,2.11
439,26,Influencer,11,2025,467306.72,70433472,2471688,424370,2.37
440,26,Influencer,12,2025,446524.75,73022640,2222781,182909,3.1
441,27,Social Media,12,2023,356007.01,58080140,3008070,272203,2.19
442,27,Social Media,1,2023,434660.26,70654521,1115189,160814,1.56
443,27,Social Media,9,2023,189593.6,32581601,813677,112066,1.36
444,27,Email,1,2023,253265.48,29905543,2370332,221148,0.99
445,27,Email,8,2023,277870.36,51872834,2669872,162086,1.16
446,27,Email,4,2023,398935.99,74498643,2318029,149115,1.14
447,27,Email,9,2023,226381.11,23418310,1035296,170220,0.78
448,27,Influencer,2,2023,181229.64,33430627,346648,27160,0.58
449,27,Influencer,6,2023,274909.15,54915495,1221146,179289,1.85
450,27,Influencer,12,2023,350915.25,43946811,897267,167282,1.02
451,27,Cinema,2,2023,249241.65,37694003,1545400,295716,2.63
452,27,Cinema,9,2023,168744.68,24242578,1093885,60763,2.6
453,27,Cinema,12,2023,416076.1,65288215,4884561,581858,1.3
454,27,Podcast,1,2023,479305.39,78160817,2493346,453634,0.74
455,27,Podcast,4,2023,181527.48,26918944,1824564,306777,2.23
456,28,Cinema,11,2024,928003.5,175569038,13419944,950922,3.69
457,28,Cinema,6,2024,1127818.85,192147865,6908331,452681,2.97
458,28,Digital Display,12,2024,767280.84,93014820,1251141,138970,2.56
459,28,Digital Display,10,2024,1042318.56,188818152,6407835,1120629,3.33
460,28,Influencer,1,2024,970759.6,112759111,3892181,714641,3.74
461,28,Influencer,9,2024,1069058.45,135860701,5186065,720345,3.56
462,28,TV Ads,12,2024,711204.22,58292356,2545176,356374,3.37
463,28,TV Ads,5,2024,353753.91,40892526,3078939,275862,3.09
464,28,TV Ads,11,2024,771464.89,102713596,7428541,1005535,2.57
465,28,Email,8,2024,797107.83,71652443,2813508,427278,2.77
466,28,Email,7,2024,998260.31,88602315,1667639,238597,1.82
467,29,TV Ads,11,2025,1174855.13,138242373,5885369,1073809,3.75
468,29,TV Ads,6,2025,2204906.31,312143940,23135554,3522125,1.85
469,29,TV Ads,4,2025,3034158.89,544242974,14730042,1036920,2.39
470,29,TV Ads,1,2025,2415913.38,477444806,15424351,2991763,3.84
471,29,Digital Display,2,2025,2927848.67,325525762,14927276,2203037,1.93
472,29,Digital Display,12,2025,799309.11,135416440,7273604,765232,3.8
473,29,Digital Display,3,2025,469123.75,61602438,2399524,240011,3.02
474,29,Podcast,12,2025,2013578.68,346569400,13203579,2595195,2.18
475,29,Podcast,4,2025,2166559.36,211796932,8179993,465492,3.48
476,29,Podcast,3,2025,1642752.3,209000257,13898467,1991194,3.95
477,29,Podcast,2,2025,1556703.91,224880451,5731480,771158,3.69
478,29,Social Media,1,2025,2211671.66,321523264,19324998,1060589,3.89
479,29,Social Media,3,2025,2050507.62,221234486,8710647,1277724,1.74
480,29,Influencer,11,2025,1889601.25,254739834,18643836,2487122,2.43
481,29,Influencer,4,2025,1159021.71,112304860,1271165,239528,2.57
482,29,Influencer,2,2025,753144.16,65046729,2919678,511813,3.94
483,29,Influencer,1,2025,535215.3,65522475,2521025,213889,3.61
484,29,Cinema,2,2025,2166150.54,432529100,5933182,837767,2.04
485,29,Cinema,11,2025,1636663.11,164707743,7416928,785399,3.48
486,29,Email,10,2025,1956631.42,216273429,15126518,1941338,2.08
487,29,Email,8,2025,2701059.7,385931102,6189800,868022,1.99
488,29,Email,5,2025,812406.69,141205486,9611172,1024692,2.8
489,30,Cinema,9,2023,1279835.39,149594971,10060725,1934778,3.31
490,30,Cinema,3,2023,1517653.56,205371422,12531251,1383261,3.82
491,30,Podcast,3,2023,841660.28,136214871,2904958,495676,2.91
492,30,Podcast,9,2023,1370971.14,223379859,13078809,892813,3.09
493,30,Podcast,11,2023,573913.13,54431892,1929628,116559,2.7
494,30,Influencer,10,2023,1304983.83,230718224,18341963,1294151,2.82
495,30,Influencer,7,2023,1242735.1,151320866,10564970,1964100,2.31
496,30,Influencer,8,2023,1403191.54,214398808,9731440,581711,2.16
497,30,Email,10,2023,1476879.96,158702466,2728901,372414,3.64
498,30,Email,12,2023,330899.98,52154772,1846908,282531,1.81
499,30,TV Ads,9,2023,913366.47,162148416,9210826,1236663,2.68
500,30,TV Ads,7,2023,334792.9,30950481,926195,96836,1.89
501,30,TV Ads,6,2023,1331509.84,174614779,7445483,738749,2.65
502,30,TV Ads,5,2023,1078672.5,200441769,3424360,625637,2.74
503,31,Cinema,8,2025,96601.42,16936891,945503,157996,3.8
504,31,Cinema,6,2025,143579.42,27451017,773970,115877,2.54
505,31,Cinema,9,2025,397672.66,78969228,2431939,436474,2.94
506,31,Cinema,7,2025,192827.5,16722473,1032463,118077,2.15
507,31,Podcast,11,2025,173265.34,29582461,777490,71123,2.62
508,31,Podcast,10,2025,179134.75,23540235,1134028,220454,3.09
509,31,Podcast,9,2025,367346.49,42259965,514253,74215,2.97
510,31,TV Ads,12,2025,82507.25,16302917,704818,82017,2.78
511,31,TV Ads,4,2025,143140.84,22763337,1535162,253042,1.9
512,31,TV Ads,9,2025,80496.16,11330802,835741,120957,2.69
513,31,TV Ads,5,2025,71672.0,9074821,196921,30867,1.89
514,31,Digital Display,8,2025,247426.68,42771073,1454477,181247,2.39
515,31,Digital Display,7,2025,120012.95,14556988,805198,104644,3.73
516,31,Digital Display,5,2025,423499.75,37064230,2067266,233090,1.71
517,31,Digital Display,11,2025,208769.25,18259994,333292,47411,1.72
518,31,Email,9,2025,394920.89,67134721,3521984,483809,3.53
519,31,Email,12,2025,117845.33,11544155,445796,64946,2.65
520,31,Email,8,2025,326054.38,39746360,1256301,69552,3.14
521,31,Social Media,12,2025,282861.61,32593126,662037,67975,3.07
522,31,Social Media,8,2025,103424.54,10340666,797437,114613,3.63
523,32,Social Media,6,2024,603203.17,74699167,5602900,1056421,2.87
524,32,Social Media,10,2024,1683165.68,175491944,11902302,666580,3.5
525,32,Email,8,2024,383228.74,50059081,3600898,262219,2.36
526,32,Email,5,2024,787002.57,116199636,3650008,541209,3.59
527,32,Email,11,2024,1292259.83,242486951,10569858,654163,3.17
528,32,Podcast,10,2024,1069585.12,126891167,6182383,467430,3.64
529,32,Podcast,4,2024,911165.5,165425463,2395507,395598,3.24
530,32,Podcast,7,2024,1821166.47,217462595,2624072,165064,2.38
531,32,Podcast,2,2024,1709433.79,139600817,4151387,217745,1.92
532,32,Digital Display,11,2024,1009180.0,151685507,2479077,360736,2.91
533,32,Digital Display,4,2024,947005.2,84590075,1554495,280885,2.89
534,32,Influencer,6,2024,391948.33,32702604,1304834,194547,3.13
535,32,Influencer,12,2024,1439630.9,179102644,8978427,1722835,2.5
536,32,Influencer,8,2024,659379.3,112244286,7971549,681967,1.73
537,32,Influencer,1,2024,745018.04,62174733,3703114,383734,3.61
538,33,Podcast,10,2024,2229029.93,353410445,16359013,2824426,3.18
539,33,Podcast,12,2024,2796398.06,511429366,25847389,5117877,3.28
540,33,Podcast,6,2024,1692505.34,336475384,15251285,2154350,3.3
541,33,Podcast,9,2024,3394984.94,327299231,22109060,1481737,2.95
542,33,Cinema,4,2024,1150475.48,204832937,16160401,3207240,2.11
543,33,Cinema,12,2024,1581099.76,239827834,14782769,1377336,2.2
544,33,Cinema,9,2024,1301439.85,196763711,10874496,563583,2.48
545,33,Cinema,6,2024,1374137.23,169524513,8024428,1438852,2.06
546,33,Digital Display,12,2024,1751567.6,302973586,23782289,3209330,3.78
547,33,Digital Display,5,2024,1868657.9,341654542,24982861,4950732,2.03
548,33,Digital Display,1,2024,1903911.51,186558535,3942508,405728,3.98
549,33,Digital Display,2,2024,3191343.54,399444169,28561181,3423488,2.98
550,33,Influencer,1,2024,787699.06,84854445,2670866,366869,2.06
551,33,Influencer,6,2024,2895996.94,307801850,24143877,3020158,3.41
552,33,Social Media,5,2024,1925355.1,193252993,7135563,622297,2.56
553,33,Social Media,6,2024,1987240.78,337643386,15255986,2808727,3.53
554,33,Email,2,2024,1873960.07,268673511,11321620,2086503,3.73
555,33,Email,12,2024,3218666.68,460633267,16440680,2530220,2.39
556,33,Email,5,2024,711794.55,85416017,2607981,449507,3.93
557,33,Email,6,2024,2628594.1,446145149,29746488,1570256,1.79
558,34,Social Media,11,2025,359927.69,33025337,1798760,232921,2.21
559,34,Social Media,8,2025,325062.03,37936323,2611451,323427,3.49
560,34,Cinema,4,2025,800063.7,122347374,3816676,559509,2.55
561,34,Cinema,7,2025,386274.56,56134948,3729136,226018,3.43
562,34,Cinema,1,2025,594374.53,80757369,6260383,470307,3.67
563,34,Cinema,10,2025,133913.84,19641647,356868,45363,2.84
564,34,TV Ads,2,2025,629358.35,102106317,2774499,139578,3.1
565,34,TV Ads,8,2025,435211.13,62959057,2856799,471392,3.5
566,34,Digital Display,8,2025,176996.34,18268888,1370925,95266,2.64
567,34,Digital Display,10,2025,245307.61,48467686,2363044,282483,2.07
568,34,Digital Display,5,2025,461480.43,48929300,3357172,509636,2.58
569,34,Digital Display,4,2025,272800.27,47857742,905596,176700,3.41
570,34,Email,12,2025,215375.7,43047608,3339430,332623,2.07
571,34,Email,4,2025,152628.53,22894996,237240,13322,3.15
572,34,Email,5,2025,657291.54,127642383,3824173,223816,3.67
573,35,Cinema,3,2025,125414.64,15624272,557089,49200,1.7
574,35,Cinema,6,2025,408731.32,39366267,2352688,446889,1.67
575,35,Cinema,12,2025,104039.62,10105851,711563,81397,2.0
576,35,Cinema,7,2025,213560.48,31912130,2071071,168284,2.64
577,35,TV Ads,11,2025,668253.17,107799873,3263186,209592,2.48
578,35,TV Ads,9,2025,180516.68,24560297,1364979,203264,2.72
579,35,TV Ads,8,2025,583484.7,103592096,4074002,208282,1.53
580,35,TV Ads,5,2025,500399.88,57484817,3184624,219881,0.51
581,35,Digital Display,1,2025,146242.43,28165122,1012349,137581,0.86
582,35,Digital Display,8,2025,224634.83,24622684,547739,78373,1.65
583,35,Digital Display,11,2025,154568.2,21789303,873511,132458,2.51
584,35,Social Media,5,2025,677984.29,125644704,7015428,747622,0.82
585,35,Social Media,3,2025,547930.01,61627793,2828860,394335,2.59
586,35,Social Media,4,2025,320269.18,52736351,1655017,260483,1.29
587,35,Influencer,8,2025,423442.99,45672589,865727,79233,0.82
588,35,Influencer,6,2025,274748.1,22270579,1057865,170634,2.8
589,35,Influencer,2,2025,132208.33,15436569,771481,69274,2.09
590,35,Email,12,2025,336737.44,65599147,2359311,208521,0.89
591,35,Email,1,2025,263676.91,25926479,532743,66680,0.55
592,35,Email,5,2025,220780.48,21718105,221529,30004,1.99
593,35,Podcast,12,2025,569464.0,76723009,3044910,528489,1.96
594,35,Podcast,5,2025,352535.0,62906549,4716852,772579,0.87
595,35,Podcast,9,2025,144382.9,21090875,881518,158383,0.7
596,35,Podcast,1,2025,492179.65,74759359,5123684,1003889,2.78
597,36,Cinema,11,2024,3773279.86,600224013,9221853,1611913,3.03
598,36,Cinema,6,2024,2302482.53,410577954,30193971,4313717,1.95
599,36,Cinema,4,2024,1948278.51,174679483,8111075,1083127,2.08
600,36,Cinema,12,2024,1257744.65,207408668,7261663,494571,2.49
601,36,Influencer,11,2024,1289867.0,142252964,5634740,481250,2.86
602,36,Influencer,10,2024,2273353.54,183646371,8816378,446011,1.91
603,36,Email,8,2024,1906650.37,161917303,10170322,644430,2.7
604,36,Email,3,2024,3518273.89,456864089,34644467,2358295,3.4
605,36,Email,12,2024,691558.92,116194012,8624397,777323,2.55
606,36,Email,5,2024,1992297.52,304598124,21834607,3912601,3.28
607,36,Podcast,9,2024,3403719.49,374425671,6470829,601191,2.63
608,36,Podcast,2,2024,2412082.51,308248040,14910875,1710043,3.61
609,36,Digital Display,2,2024,1539185.23,292939307,21984566,3263032,1.94
610,36,Digital Display,1,2024,2681277.31,452317986,13185708,1991512,1.93
611,36,Digital Display,12,2024,3026808.94,267498792,12118029,1415259,2.45
612,36,Digital Display,5,2024,3492637.48,359467860,19614667,3140470,3.34
613,37,Email,10,2023,967690.32,132836295,2783947,186607,2.58
614,37,Email,12,2023,408051.59,76359513,1185498,128421,2.11
615,37,Email,8,2023,667768.24,69117484,1926882,174216,3.11
616,37,Email,2,2023,582097.52,83875617,5225946,285624,3.63
617,37,TV Ads,8,2023,438147.79,53341370,3580843,236380,3.36
618,37,TV Ads,3,2023,700475.09,125572682,3022498,376088,2.43
619,37,Digital Display,5,2023,1010419.96,172233169,2276955,452087,2.84
620,37,Digital Display,9,2023,843787.79,91697837,6524920,1026499,2.51
621,37,Influencer,8,2023,475254.44,46006075,2065895,162031,3.76
622,37,Influencer,7,2023,905811.11,106215912,2521955,248866,2.79
623,37,Influencer,2,2023,659944.36,106962963,1960728,148651,3.58
624,37,Influencer,1,2023,145360.79,16805488,620821,97578,2.2
625,38,Influencer,2,2025,4042805.75,600485865,9402491,895114,2.51
626,38,Influencer,11,2025,3673271.88,393671419,23519092,1611594,2.3
627,38,Influencer,7,2025,2399189.02,376978740,23013253,4547588,3.45
628,38,Influencer,10,2025,3549957.54,492115906,9338805,1419548,2.86
629,38,Email,6,2025,1921504.56,222848015,16121669,2116919,3.55
630,38,Email,10,2025,3993424.38,539326879,12358244,1096418,2.7
631,38,Cinema,4,2025,1503007.16,214719193,6959992,366819,2.91
632,38,Cinema,10,2025,3709287.88,301830844,3438011,425737,3.67
633,38,Cinema,5,2025,3124603.7,620111771,48709319,4393937,2.87
634,38,Cinema,3,2025,993363.64,105097662,7144031,1035209,1.82
635,38,Digital Display,10,2025,1374925.53,163129960,8005399,1122042,2.11
636,38,Digital Display,3,2025,1689610.33,140179145,2797403,538937,3.26
637,38,Digital Display,8,2025,1105007.07,160205217,5555596,1031484,1.87
638,38,Digital Display,4,2025,1847774.78,256735532,15567807,3005121,2.46
639,38,TV Ads,4,2025,2505910.93,315505018,16285183,1353159,1.97
640,38,TV Ads,10,2025,3671036.91,678844566,18182786,2881589,2.93
641,38,TV Ads,8,2025,1112446.7,167082002,9330720,1821781,2.65
642,39,Influencer,9,2024,129059.28,13331485,720320,76958,1.08
643,39,Influencer,4,2024,308872.73,46744363,2261815,432373,1.62
644,39,Influencer,1,2024,298656.61,29222284,1967495,232187,2.58
645,39,Digital Display,12,2024,758805.77,141451627,7900800,1190272,0.54
646,39,Digital Display,4,2024,593473.33,112036009,1800201,280745,1.05
647,39,Digital Display,11,2024,518670.99,51112096,4088378,532132,0.98
648,39,Digital Display,2,2024,367954.31,33840557,2043625,317602,0.83
649,39,Email,10,2024,249938.88,22603358,327538,17138,1.66
650,39,Email,5,2024,180640.36,33312209,1547231,103308,0.72
651,39,Email,8,2024,220741.06,29024028,640851,84846,2.37
652,39,Social Media,8,2024,163582.54,23758456,1704416,338373,1.44
653,39,Social Media,11,2024,166847.18,21670573,458683,52715,1.05
654,39,Social Media,1,2024,563187.61,56246209,3852437,712453,1.47
655,40,Cinema,4,2025,1050823.91,106499556,1218579,73387,2.75
656,40,Cinema,10,2025,772841.66,139466085,6716585,546382,3.05
657,40,Cinema,11,2025,1503946.96,238839067,8153828,1389770,2.82
658,40,Cinema,7,2025,1628344.23,196487998,11358715,865947,3.3
659,40,TV Ads,12,2025,1158888.03,186628573,11986105,638998,3.06
660,40,TV Ads,5,2025,739102.72,118793347,8242557,757883,2.87
661,40,Podcast,3,2025,2041395.59,320278355,8054592,909231,2.04
662,40,Podcast,5,2025,1122518.41,206098387,2970902,436132,1.74
663,40,Podcast,2,2025,752495.17,103884262,6368195,1026839,2.02
664,40,Podcast,9,2025,574874.27,106618099,1436860,194772,2.55
665,40,Email,1,2025,916590.85,173219009,7355425,680514,2.94
666,40,Email,10,2025,1709676.28,240303946,4632149,245059,2.64
667,40,Email,12,2025,1981553.93,272805241,10559595,963060,3.14
668,40,Email,2,2025,1345500.33,117940013,4253495,371445,3.05
669,41,Podcast,12,2024,1802186.12,222638646,9443400,1169116,3.92
670,41,Podcast,7,2024,1572534.7,155891749,8879214,722522,3.27
671,41,Podcast,6,2024,937742.35,122133020,4967630,640146,3.52
672,41,Social Media,11,2024,1647852.9,133366000,3577391,189129,2.58
673,41,Social Media,7,2024,1610690.57,137933526,11001262,718797,3.29
674,41,Social Media,6,2024,1034313.06,202098761,6962801,1000234,2.6
675,41,TV Ads,1,2024,1694657.81,209135319,12254804,1243322,3.1
676,41,TV Ads,8,2024,1619452.76,168823115,12523091,1934280,3.17
677,41,Cinema,3,2024,1279238.31,250164946,13149884,2606309,3.16
678,41,Cinema,12,2024,1460808.41,274725739,7278993,1421585,2.2
679,41,Email,10,2024,1603426.53,141623587,3842129,319129,1.79
680,41,Email,12,2024,455902.17,48706166,3263993,513367,3.23
681,42,Podcast,2,2023,1261092.27,159088569,8110474,1099113,2.16
682,42,Podcast,9,2023,1803439.34,156130415,10878108,1099748,2.82
683,42,Podcast,8,2023,1865184.62,208294465,16243598,2787200,2.0
684,42,Podcast,12,2023,2455343.31,388054304,27724838,5228841,2.88
685,42,Social Media,3,2023,594599.33,80270076,4566752,359952,3.64
686,42,Social Media,11,2023,2328613.79,298005912,9351402,1831528,3.6
687,42,Social Media,8,2023,2022775.32,189111788,12844407,1437674,3.84
688,42,Email,4,2023,1041158.2,198455624,15072492,2749503,2.88
689,42,Email,7,2023,2540681.47,413522136,32119795,1892975,2.06
690,42,Email,2,2023,570096.94,81721500,6132936,819905,3.69
691,42,Email,8,2023,1222527.07,122330607,4013305,351076,2.3
692,42,Cinema,2,2023,715658.78,60116531,1543022,108312,2.65
693,42,Cinema,1,2023,1763203.1,262404665,5188718,974765,3.71
694,42,Digital Display,4,2023,2433174.25,466592069,12658769,914943,2.15
695,42,Digital Display,8,2023,2537433.83,405479603,5532892,974430,2.05
696,42,Digital Display,1,2023,788540.98,114445953,3730482,253632,2.32
697,42,Digital Display,11,2023,417858.61,75515992,1444841,92578,3.91
698,42,TV Ads,9,2023,1237271.87,217774971,11202958,1420597,3.4
699,42,TV Ads,7,2023,895210.7,145826615,7676198,1116265,3.92
700,42,TV Ads,1,2023,1671587.62,307123598,6831160,752521,3.33
701,42,TV Ads,10,2023,1647725.0,295416653,19925494,3678768,1.81
702,42,Influencer,3,2023,1966958.77,392619290,7565460,1003630,3.59
703,42,Influencer,1,2023,1731908.62,172058705,10567486,1053687,3.03
704,42,Influencer,12,2023,755548.47,142129376,4302340,360740,2.31
705,42,Influencer,7,2023,495873.66,50762815,2435087,396945,1.78
706,43,Email,6,2024,118539.96,23536757,1089578,178826,2.92
707,43,Email,10,2024,491117.89,96542481,5078997,551364,3.86
708,43,Email,4,2024,506954.68,91705159,2870391,337804,2.31
709,43,Digital Display,12,2024,163857.29,30458769,802069,85959,3.8
710,43,Digital Display,6,2024,254662.55,45916901,1044750,57271,3.22
711,43,Digital Display,5,2024,453179.89,66277345,3433960,409243,3.28
712,43,Digital Display,2,2024,152528.13,25095494,710909,67445,2.03
713,43,TV Ads,5,2024,418791.94,47586719,2661210,156754,2.08
714,43,TV Ads,6,2024,375592.45,39140474,2167924,274413,3.88
715,43,Influencer,8,2024,119810.05,19549526,1249569,193967,2.23
716,43,Influencer,7,2024,424931.58,75465600,2541270,400560,1.76
717,43,Influencer,2,2024,512553.0,51533331,1011550,157787,3.72
718,43,Influencer,4,2024,460697.91,79423830,3902435,521161,2.66
719,43,Podcast,2,2024,400783.71,73914325,5106094,629870,3.34
720,43,Podcast,3,2024,284731.0,44401594,2839378,563394,2.89
721,43,Podcast,8,2024,148456.1,28029601,386858,58235,2.2
722,43,Social Media,2,2024,92786.78,7968211,396137,30113,2.99
723,43,Social Media,12,2024,141572.19,24456291,1821074,144948,3.91
724,44,Influencer,10,2024,1124323.67,97398259,1509322,258508,2.61
725,44,Influencer,3,2024,2307295.18,424158597,21896357,4124439,3.76
726,44,Influencer,7,2024,1341785.62,143099186,6262355,849001,3.89
727,44,Influencer,6,2024,609298.27,97211844,2053590,393640,3.82
728,44,Social Media,1,2024,2857653.91,471633932,12203632,724839,2.56
729,44,Social Media,6,2024,1766526.57,243515124,7754126,1307023,2.63
730,44,Social Media,9,2024,851619.95,154393342,12325350,2323453,2.6
731,44,Social Media,4,2024,527463.73,72917168,3786752,479405,2.05
732,44,Digital Display,10,2024,413189.86,70038480,1797682,355650,3.89
733,44,Digital Display,1,2024,2903344.35,383435126,5460445,634572,1.76
734,44,Podcast,8,2024,1042924.48,114005229,2421278,160758,3.91
735,44,Podcast,11,2024,2790040.93,295314752,10154436,1274657,3.57
736,44,Podcast,1,2024,1348842.95,243973915,5938174,986804,2.85
737,44,TV Ads,6,2024,2888163.07,493953050,38649057,2645590,2.24
738,44,TV Ads,2,2024,2529223.05,491751004,28500992,4156578,1.96
739,44,Email,11,2024,1534200.96,283144516,14072425,2557206,1.72
740,44,Email,5,2024,962028.59,143922308,8017499,1165134,3.01
741,44,Cinema,6,2024,767440.73,127334599,4721942,450136,3.62
742,44,Cinema,11,2024,1744776.19,161006358,3046077,406015,2.59
743,44,Cinema,12,2024,2497355.17,259359404,9745155,867876,3.16
744,44,Cinema,8,2024,2116700.5,315449973,13381342,2620554,3.14
745,45,Influencer,12,2025,604026.65,94121079,2498644,177453,2.97
746,45,Influencer,1,2025,862057.82,69982612,4437789,721906,3.48
747,45,Influencer,6,2025,1645222.31,278405190,20557586,2351613,3.63
748,45,Influencer,10,2025,349289.22,29742623,2230430,370951,2.38
749,45,TV Ads,7,2025,1634959.78,248760832,17081358,3340864,2.99
750,45,TV Ads,1,2025,1215963.8,120221788,4682703,894229,2.2
751,45,TV Ads,8,2025,501066.21,83029166,4565617,606695,3.09
752,45,Podcast,6,2025,962300.59,112416691,6286020,966283,2.52
753,45,Podcast,3,2025,731173.05,122008982,8749829,476000,2.27
754,45,Podcast,12,2025,376180.88,44871833,2346220,235253,2.2
755,45,Podcast,9,2025,1648552.62,170371682,4233185,749516,1.85
756,45,Digital Display,9,2025,321637.81,36054120,2303760,442325,3.09
757,45,Digital Display,6,2025,482556.04,91966020,3562950,220131,3.05
758,45,Digital Display,8,2025,867999.76,141063382,3841428,364094,2.74
759,45,Digital Display,11,2025,838383.87,104037422,2397061,450724,3.21
760,45,Cinema,7,2025,1637480.57,307403449,5286624,600343,2.94
761,45,Cinema,1,2025,1408658.63,194607268,11030265,2051328,2.52
762,45,Cinema,2,2025,1149817.92,167280195,12579762,851150,3.93
763,45,Cinema,5,2025,1327165.14,257489751,19858411,1116624,2.92
764,45,Email,2,2025,1475719.28,251084876,11963588,630108,3.63
765,45,Email,12,2025,231927.66,37664130,1290762,157169,1.84
766,45,Email,1,2025,679305.69,98133748,7595651,448934,3.14
767,46,TV Ads,3,2023,107044.27,13942924,515600,59118,2.68
768,46,TV Ads,8,2023,302899.48,29754450,1761583,212866,1.7
769,46,TV Ads,2,2023,109229.42,13343564,388340,71483,1.27
770,46,TV Ads,1,2023,583985.39,98539309,3705159,538110,1.28
771,46,Social Media,11,2023,500894.06,59928900,3758289,338014,1.59
772,46,Social Media,10,2023,239646.9,20864290,253387,26975,1.97
773,46,Social Media,12,2023,251763.18,47059274,2711664,503535,1.09
774,46,Podcast,2,2023,161174.06,13183052,155911,13597,0.57
775,46,Podcast,7,2023,429008.21,74271251,1629129,319528,1.71
776,46,Digital Display,4,2023,76747.25,13789657,503485,65558,2.22
777,46,Digital Display,6,2023,435068.54,63411087,4119671,348267,0.7
778,47,TV Ads,5,2024,821791.26,124447022,1826474,300831,2.58
779,47,TV Ads,2,2024,3263527.53,506084686,22762075,4464264,2.41
780,47,TV Ads,3,2024,3374795.93,437111975,4488557,326147,1.72
781,47,Podcast,4,2024,973576.95,179850517,6008973,423423,3.1
782,47,Podcast,11,2024,2714779.02,382312392,24565795,3801277,1.93
783,47,Podcast,10,2024,918444.24,77127691,3958742,716828,3.77
784,47,Podcast,1,2024,736071.67,119321685,6829172,1258211,3.32
785,47,Influencer,7,2024,2711082.89,320682998,14205148,2808428,2.11
786,47,Influencer,1,2024,1003111.7,95043273,1638505,143262,2.13
787,47,Email,12,2024,465854.31,48179127,1255141,133714,2.87
788,47,Email,6,2024,2956108.27,588391865,29478442,2710271,1.83
789,47,Email,11,2024,549039.05,96241599,3469550,591458,3.28
790,47,Email,5,2024,1100782.35,184159084,11179810,1579047,2.27
791,47,Cinema,8,2024,3053335.14,609617251,22502149,1396015,2.31
792,47,Cinema,6,2024,2251702.39,242570301,18865186,3336369,2.32
793,47,Cinema,11,2024,3103913.06,506963393,21915564,2108093,2.82
794,47,Cinema,7,2024,2799594.77,227821559,3566924,617024,3.09
795,47,Digital Display,5,2024,2293055.83,213951977,8508124,575174,3.38
796,47,Digital Display,2,2024,714794.99,102475912,2080668,391175,3.54
797,47,Digital Display,12,2024,2526539.44,494272667,18602839,1413832,2.26
798,47,Social Media,11,2024,2856842.16,371953303,13286945,2336493,2.78
799,47,Social Media,7,2024,919466.07,117265009,6656944,337184,2.53
800,48,Cinema,1,2025,699508.23,81962097,4232669,348348,3.8
801,48,Cinema,4,2025,297482.48,45030739,3535298,620227,3.28
802,48,Influencer,10,2025,642007.86,101122313,4567142,909254,2.78
803,48,Influencer,8,2025,450801.44,74511622,5103341,255444,3.43
804,48,Digital Display,3,2025,161846.41,29996251,406927,70707,2.09
